file,class,method,line,cbo,wmc,rfc,loc,returns,variables,parameters,startLine,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty,modifiers
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,"getOutputWriter/2[java.io.OutputStream,java.lang.String]",641,0,3,3,11,3,0,2,641,0,0,0,0,3,0,0,0,1,0,0,0,30,10
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,displayMetModels/0,501,1,4,8,24,0,2,0,501,2,0,0,0,2,0,2,1,3,2,0,0,11,2
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,process/1[java.lang.String],317,11,59,24,141,0,7,1,317,0,0,2,0,64,1,40,0,3,0,0,0,76,1
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,"invertMediaTypeMap/1[java.util.Map<org.apache.tika.mime.MediaType,org.apache.tika.parser.Parser>]",594,2,3,7,10,1,1,1,594,1,0,0,0,0,0,1,0,2,0,0,0,7,2
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,main/1[java.lang.String[]],104,3,6,6,24,0,2,1,104,1,1,0,0,3,5,2,0,2,0,0,0,13,9
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,version/0,497,1,1,2,3,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,2,2
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,"getTransformerHandler/4[java.io.OutputStream,java.lang.String,java.lang.String,boolean]",669,0,3,5,11,1,2,4,669,0,0,0,0,2,0,2,0,1,0,0,0,49,10
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,displaySupportedTypes/0,608,5,5,10,19,0,5,0,608,2,0,0,0,3,0,5,3,2,0,0,0,25,2
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,displayParsers/1[boolean],532,1,1,1,3,0,0,1,532,0,0,0,0,0,1,0,0,0,0,0,0,6,2
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,TikaCLI/0,305,5,1,2,12,0,0,0,305,0,0,0,0,0,0,3,0,0,1,0,0,21,1
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,indent/1[int],577,0,1,1,3,1,0,1,577,0,0,0,0,1,1,0,0,0,0,0,0,1,2
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,usage/0,427,0,1,2,69,0,1,0,427,0,0,0,0,54,0,1,0,0,0,0,0,151,2
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,"displayParser/3[org.apache.tika.parser.Parser,boolean,int]",536,4,8,10,16,0,3,3,536,2,0,0,5,2,2,3,4,2,0,0,0,22,2
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,"sortParsers/1[java.util.Map<org.apache.tika.parser.Parser,java.util.Set<org.apache.tika.mime.MediaType>>]",581,2,1,4,12,1,1,1,581,0,0,0,0,0,0,1,0,0,1,0,0,9,2
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,displayDetectors/0,561,1,1,1,3,0,0,0,561,0,0,0,0,0,1,0,0,0,0,0,0,3,2
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\cli\TikaCLI.java,org.apache.tika.cli.TikaCLI,"displayDetector/2[org.apache.tika.detect.Detector,int]",565,3,4,6,11,0,3,2,565,1,0,0,3,2,1,3,2,2,0,0,0,11,2
C:\Users\user\Desktop\FIT4003\raw_sourcecode\apache-tika\apache-tika-1.5\tika-app\src\main\java\org\apache\tika\gui\ParsingTransferHandler.java,org.apache.tika.gui.ParsingTransferHandler,"exportAsDrag/3[javax.swing.JComponent,java.awt.event.InputEvent,int]",98,0,1,1,3,0,0,3,98,0,0,0,0,0,0,0,0,0,0,0,0,6,1
