Instance,cbo_sum,wmc_sum,dit_sum,rfc_sum,lcom_sum,totalMethods_sum,staticMethods_sum,publicMethods_sum,privateMethods_sum,protectedMethods_sum,defaultMethods_sum,abstractMethods_sum,finalMethods_sum,synchronizedMethods_sum,totalFields_sum,staticFields_sum,publicFields_sum,privateFields_sum,protectedFields_sum,defaultFields_sum,finalFields_sum,synchronizedFields_sum,nosi_sum,loc_sum,returnQty_sum,loopQty_sum,comparisonsQty_sum,tryCatchQty_sum,parenthesizedExpsQty_sum,stringLiteralsQty_sum,numbersQty_sum,assignmentsQty_sum,mathOperationsQty_sum,variablesQty_sum,maxNestedBlocks_sum,anonymousClassesQty_sum,subClassesQty_sum,lambdasQty_sum,uniqueWordsQty_sum,modifiers_sum,cbo_max,wmc_max,dit_max,rfc_max,lcom_max,totalMethods_max,staticMethods_max,publicMethods_max,privateMethods_max,protectedMethods_max,defaultMethods_max,abstractMethods_max,finalMethods_max,synchronizedMethods_max,totalFields_max,staticFields_max,publicFields_max,privateFields_max,protectedFields_max,defaultFields_max,finalFields_max,synchronizedFields_max,nosi_max,loc_max,returnQty_max,loopQty_max,comparisonsQty_max,tryCatchQty_max,parenthesizedExpsQty_max,stringLiteralsQty_max,numbersQty_max,assignmentsQty_max,mathOperationsQty_max,variablesQty_max,maxNestedBlocks_max,anonymousClassesQty_max,subClassesQty_max,lambdasQty_max,uniqueWordsQty_max,modifiers_max,cbo_std,wmc_std,dit_std,rfc_std,lcom_std,totalMethods_std,staticMethods_std,publicMethods_std,privateMethods_std,protectedMethods_std,defaultMethods_std,abstractMethods_std,finalMethods_std,synchronizedMethods_std,totalFields_std,staticFields_std,publicFields_std,privateFields_std,protectedFields_std,defaultFields_std,finalFields_std,synchronizedFields_std,nosi_std,loc_std,returnQty_std,loopQty_std,comparisonsQty_std,tryCatchQty_std,parenthesizedExpsQty_std,stringLiteralsQty_std,numbersQty_std,assignmentsQty_std,mathOperationsQty_std,variablesQty_std,maxNestedBlocks_std,anonymousClassesQty_std,subClassesQty_std,lambdasQty_std,uniqueWordsQty_std,modifiers_std,cbo_mean,wmc_mean,dit_mean,rfc_mean,lcom_mean,totalMethods_mean,staticMethods_mean,publicMethods_mean,privateMethods_mean,protectedMethods_mean,defaultMethods_mean,abstractMethods_mean,finalMethods_mean,synchronizedMethods_mean,totalFields_mean,staticFields_mean,publicFields_mean,privateFields_mean,protectedFields_mean,defaultFields_mean,finalFields_mean,synchronizedFields_mean,nosi_mean,loc_mean,returnQty_mean,loopQty_mean,comparisonsQty_mean,tryCatchQty_mean,parenthesizedExpsQty_mean,stringLiteralsQty_mean,numbersQty_mean,assignmentsQty_mean,mathOperationsQty_mean,variablesQty_mean,maxNestedBlocks_mean,anonymousClassesQty_mean,subClassesQty_mean,lambdasQty_mean,uniqueWordsQty_mean,modifiers_mean,cosine,euclidean,l1,l2,manhattan
apache-storm_1.1.3,13974,27385,3128,24221,118054,13522,1549,11006,1263,392,0,99,41,75,6117,2423,984,4267,201,0,3339,0,5311,208626,9336,1864,2189,1112,1404,14179,10112,22591,2940,17969,1443,377,1475,0,102245,82215,188,550,228,372,12513,162,152,147,29,13,0,12,13,7,313,313,312,62,18,0,313,0,147,38494,218,48,47,42,48,570,613,392,53,333,7,45,593,0,1191,1025,8.45553987550086,35.91237176900649,5.474917073485248,21.294730807578635,433.2805005587144,12.155273023712061,4.487644366034009,11.26180292842507,1.970440929660343,0.977101783443171,0.0,0.5561779678631616,0.3535113844057904,0.40031238851522843,8.852024832822819,7.869983869906816,7.457380357647023,4.54263777311715,0.8146933568098442,0.0,8.095797869192232,0.0,8.715742422298831,921.0904228492521,14.711014079077353,3.1516304405087534,3.7057050671967584,2.0832356885027083,3.076411295703438,24.12473280912371,24.60324060333753,26.26580822613747,4.294862421658379,19.586571572139437,1.4691570496784434,1.4406396548201352,14.042598802048781,0.0,61.84404268652631,207.94594653040048,7.7204419889502764,15.129834254143647,1.7281767955801104,13.381767955801106,65.2232044198895,7.470718232044199,0.8558011049723757,6.080662983425414,0.6977900552486188,0.2165745856353591,0.0,0.054696132596685085,0.022651933701657457,0.04143646408839779,3.3795580110497236,1.3386740331491713,0.543646408839779,2.3574585635359115,0.11104972375690608,0.0,1.8447513812154697,0.0,2.9342541436464087,115.26298342541436,5.158011049723757,1.0298342541436465,1.2093922651933702,0.6143646408839779,0.7756906077348066,7.833701657458564,5.586740331491713,12.48121546961326,1.6243093922651934,9.927624309392264,0.7972375690607735,0.20828729281767955,0.8149171270718232,0.0,56.488950276243095,45.42265193370166,49.686401730197346,49.14841849148419,58.2535820492025,49.126791024601246,58.15625844822926
apache-storm_1.1.4,13975,27391,3128,24209,118196,13524,1551,11010,1262,392,0,99,41,73,6122,2430,984,4272,201,0,3344,0,5319,208676,9335,1865,2189,1112,1404,14181,10133,22600,2937,17976,1444,377,1475,0,102425,82215,188,550,228,375,12637,163,153,148,29,13,0,12,13,7,313,313,312,62,18,0,313,0,148,38494,218,48,47,42,48,570,613,392,53,333,7,45,593,0,1191,1025,8.454871656735312,35.94194778124035,5.474917073485248,21.314309008256227,435.2575350034064,12.162595311060162,4.507222793487622,11.268607707152475,1.9704963398170603,0.977101783443171,0.0,0.5561779678631616,0.3535113844057904,0.39205472896751475,8.851937111868306,7.873854275702395,7.457380357647023,4.542236885809831,0.8146933568098442,0.0,8.096021100694,0.0,8.733135617933371,921.0971097825202,14.724222292428744,3.1545179135014214,3.7057050671967584,2.0832356885027083,3.076411295703438,24.1331254306749,24.61440605910876,26.272040205712216,4.293751567877948,19.592807665095386,1.4697974951465618,1.4406396548201352,14.042598802048781,0.0,61.81815178114886,207.94594653040048,7.720994475138122,15.133149171270718,1.7281767955801104,13.37513812154696,65.30165745856354,7.47182320441989,0.8569060773480663,6.082872928176796,0.6972375690607735,0.2165745856353591,0.0,0.054696132596685085,0.022651933701657457,0.04033149171270718,3.3823204419889503,1.3425414364640884,0.543646408839779,2.3602209944751382,0.11104972375690608,0.0,1.8475138121546961,0.0,2.938674033149171,115.29060773480663,5.157458563535911,1.0303867403314917,1.2093922651933702,0.6143646408839779,0.7756906077348066,7.8348066298342545,5.598342541436464,12.486187845303867,1.6226519337016574,9.931491712707182,0.7977900552486188,0.20828729281767955,0.8149171270718232,0.0,56.58839779005525,45.42265193370166,49.82968369829685,49.25655582589889,58.81589618815896,49.21059745877265,58.78345498783455
apache-storm_1.2.0,14345,28032,3194,24958,119489,13964,1589,11303,1340,433,0,115,41,75,6317,2509,1027,4410,212,0,3445,0,5441,212546,9574,1902,2229,1139,1417,14600,10215,23160,2993,18467,1491,377,1486,0,104836,86341,188,550,228,370,12135,159,149,146,29,13,0,12,13,7,315,315,314,62,18,0,315,0,134,38494,218,48,47,43,48,570,613,392,57,333,7,45,593,0,1209,1025,8.419419232542685,35.422822511479794,5.4135414159957715,21.242672120774987,422.33667616697727,12.033308599350272,4.393979584858763,11.15661537520522,2.020987336224441,1.024229963814259,0.0,0.5891537451476517,0.34911848079856717,0.3953703022474575,8.830928757026726,7.837130978825979,7.427446706383728,4.531381910496575,0.8254001668581131,0.0,8.061508489473216,0.0,8.486561751007144,909.7111206940214,14.539238272021928,3.1606458033490785,3.6882590911726383,2.0792923832940238,3.020608750904954,23.89713876194228,24.308794827867473,26.100749624486326,4.280493269459872,19.53983201127408,1.4690369966282824,1.4294593770066113,13.87040983978214,0.0,61.479607109536516,210.43407232134075,7.728987068965517,15.10344827586207,1.7209051724137931,13.44719827586207,64.37984913793103,7.523706896551724,0.8561422413793104,6.089978448275862,0.7219827586206896,0.23329741379310345,0.0,0.06196120689655173,0.02209051724137931,0.04040948275862069,3.4035560344827585,1.3518318965517242,0.5533405172413793,2.3760775862068964,0.11422413793103449,0.0,1.8561422413793103,0.0,2.931573275862069,114.51831896551724,5.158405172413793,1.0247844827586208,1.2009698275862069,0.6136853448275862,0.7634698275862069,7.866379310344827,5.503771551724138,12.47844827586207,1.6126077586206897,9.94989224137931,0.8033405172413793,0.203125,0.8006465517241379,0.0,56.484913793103445,46.51993534482759,50.05677210056772,49.02676399026764,59.22952149229522,49.03757772370911,59.0727223573939
apache-storm_1.2.1,14346,28032,3197,24954,119489,13964,1589,11303,1340,433,0,115,41,75,6317,2509,1027,4410,212,0,3445,0,5441,212559,9574,1902,2229,1139,1417,14600,10215,23160,2993,18467,1491,377,1487,0,104841,86341,188,550,228,370,12135,159,149,146,29,13,0,12,13,7,315,315,314,62,18,0,315,0,134,38494,218,48,47,43,48,570,613,392,57,333,7,45,593,0,1209,1025,8.420813067220813,35.422822511479794,5.413773917691883,21.23875817300274,422.33667616697727,12.033308599350272,4.393979584858763,11.15661537520522,2.020987336224441,1.024229963814259,0.0,0.5891537451476517,0.34911848079856717,0.3953703022474575,8.830928757026726,7.837130978825979,7.427446706383728,4.531381910496575,0.8254001668581131,0.0,8.061508489473216,0.0,8.486561751007144,909.7130849517966,14.539238272021928,3.1606458033490785,3.6882590911726383,2.0792923832940238,3.020608750904954,23.89713876194228,24.308794827867473,26.100749624486326,4.280493269459872,19.53983201127408,1.4690369966282824,1.4294593770066113,13.870398144460399,0.0,61.48425483796883,210.43407232134075,7.729525862068965,15.10344827586207,1.722521551724138,13.445043103448276,64.37984913793103,7.523706896551724,0.8561422413793104,6.089978448275862,0.7219827586206896,0.23329741379310345,0.0,0.06196120689655173,0.02209051724137931,0.04040948275862069,3.4035560344827585,1.3518318965517242,0.5533405172413793,2.3760775862068964,0.11422413793103449,0.0,1.8561422413793103,0.0,2.931573275862069,114.52532327586206,5.158405172413793,1.0247844827586208,1.2009698275862069,0.6136853448275862,0.7634698275862069,7.866379310344827,5.503771551724138,12.47844827586207,1.6126077586206897,9.94989224137931,0.8033405172413793,0.203125,0.8011853448275862,0.0,56.48760775862069,46.51993534482759,50.045958367126254,49.22411462557447,59.44849959448499,49.16734252500675,59.54311976209787
apache-storm_1.2.2,14420,28156,3211,25105,120059,14006,1621,11320,1360,434,0,115,41,75,6324,2519,1031,4411,213,0,3451,0,5552,213363,9604,1917,2239,1148,1427,14710,10241,23287,3014,18573,1504,385,1493,0,105454,86348,188,550,228,372,12475,162,152,147,29,13,0,12,13,7,317,317,316,62,18,0,317,0,147,38494,218,48,47,42,48,570,613,392,53,333,7,45,593,0,1213,1025,8.421886565393143,35.486166973451496,5.4055028022026,21.25916291682516,426.89743866753116,12.039836036192483,4.460024413181786,11.149053044057498,2.037667932091739,1.0230680894258948,0.0,0.5880574963339695,0.348464247584582,0.39463417391087247,8.847224138042282,7.864009614742747,7.457449503105962,4.520221585738183,0.825430702595875,0.0,8.084024600632414,0.0,8.69850244416014,908.0435202153834,14.535082352104785,3.128164115227713,3.682054617420565,2.0689757899236283,3.0433638628347444,23.909804088815008,24.281044816052674,26.055379238333796,4.261579181141962,19.517697717413277,1.4693102350218763,1.432970195176526,13.844434843623306,0.0,61.606585238438335,210.05662018050424,7.74020397208803,15.113258185721953,1.723564143853999,13.475577026301664,64.44390767579173,7.5179817498658075,0.870101986044015,6.076221148684917,0.7300053676865271,0.23295759527643586,0.0,0.06172839506172839,0.02200751476113795,0.040257648953301126,3.394524959742351,1.3521202361782072,0.5534084809447128,2.367686527106817,0.1143317230273752,0.0,1.8523886205045625,0.0,2.9801395598497047,114.52657004830918,5.155126140633387,1.0289855072463767,1.2018250134192163,0.6162104133118625,0.7659688674181427,7.895866881374128,5.497047772410092,12.499731615673644,1.6178207192699947,9.969404186795492,0.8073000536768653,0.20665593129361245,0.8013955984970478,0.0,56.60440150295223,46.348899624261946,48.94025412273587,49.086239524195726,59.24574209245743,49.07812922411463,59.251148959178146
apache-storm_1.2.3,13993,28568,2814,25108,123998,14092,1694,11328,1436,437,0,115,41,73,6399,2595,1023,4495,213,0,3526,0,5700,212985,9758,1925,2323,1156,1761,14835,11410,23646,4092,18394,1506,386,1493,0,105071,86347,74,574,26,375,12597,163,153,148,29,14,0,12,13,7,317,317,316,63,18,0,317,0,148,39518,220,48,48,42,71,570,613,392,90,333,7,45,593,0,1213,1025,7.186286082237488,36.599429133474516,1.205232894008006,21.388741512285776,434.9805143360238,12.188974982654857,4.509994996206224,11.163889024570581,2.0883928677280865,1.0331524394770368,0.0,0.5882137287740575,0.3485574843320897,0.386595679021922,8.90887723052179,7.915541722657665,7.456229227890764,4.640530699250151,0.8256481876274209,0.0,8.138541960609155,0.0,8.786286405877409,931.1443973511336,14.815073770143162,3.142236958131769,3.8200286764608093,2.0808886381685445,4.030880362616872,24.022032265842373,25.8265364172977,26.831910342968015,6.212140338780524,19.243435683781264,1.4704569748075502,1.433831769875575,13.848141499633709,0.0,61.1343168576085,210.1104179761564,7.515037593984962,15.342642320085929,1.5112781954887218,13.484425349087003,66.59398496240601,7.568206229860365,0.9097744360902256,6.083780880773362,0.7712137486573577,0.23469387755102042,0.0,0.06176154672395274,0.02201933404940924,0.03920515574650913,3.436627282491944,1.3936627282491945,0.5494092373791621,2.4140708915145006,0.11439312567132116,0.0,1.8936627282491945,0.0,3.061224489795918,114.38506981740065,5.2406015037593985,1.0338345864661653,1.2475832438238452,0.6208378088077336,0.9457572502685284,7.9672395273899035,6.12781954887218,12.699248120300751,2.1976369495166486,9.878625134264231,0.8088077336197637,0.20730397422126745,0.8018259935553169,0.0,56.42910848549946,46.37325456498389,49.23222492565558,50.14057853473912,60.77588537442552,50.094620167612874,60.689375506893754
apache-storm_2.0.0,18412,37991,3409,36049,175982,18343,2447,14446,2045,509,24,132,40,74,8555,3505,1430,6169,303,0,5336,0,10180,278581,12977,2663,2942,1683,2364,19423,15225,33206,5334,26178,2105,376,1743,651,138622,91214,171,800,28,973,13174,194,112,189,111,15,4,14,13,7,250,250,248,107,35,0,250,0,478,43417,310,109,77,69,101,476,732,857,130,733,7,50,658,43,1169,1025,8.563783970837939,41.54350640256517,1.2074987747029164,32.83407197277244,481.85987806929796,13.323140900925251,4.859608997306961,11.586257821848054,3.274722404322536,0.949709890610483,0.14343592243614414,0.580635422788604,0.31018259750342797,0.32796008113965247,8.662358446238827,7.042074927488442,6.383794945445192,5.538142343269428,1.1246065404749115,0.0,7.664433851735394,0.0,17.628891829444886,925.4221118457257,15.905556901913041,4.1038291956651864,4.19640872793065,2.5497337606567694,4.557698474629949,23.199173557248642,26.14737172026359,34.79877638751175,6.804114667379806,26.635036341261245,1.4760358457694303,1.3208164273083303,13.800427470775157,1.7706113097519192,66.58191424935222,193.36284174998895,7.9293712316968135,16.36132644272179,1.4681309216192937,15.524978466838933,75.78897502153316,7.899655469422911,1.0538329026701119,6.2213608957795,0.8807062876830318,0.21920757967269594,0.0103359173126615,0.056847545219638244,0.017226528854435832,0.03186907838070629,3.6843238587424634,1.5094745908699396,0.615848406546081,2.6567614125753662,0.13049095607235142,0.0,2.2980189491817398,0.0,4.384151593453919,119.9745908699397,5.5887166236003445,1.1468561584840655,1.2670111972437554,0.7248062015503876,1.0180878552971577,8.364771748492679,6.556847545219639,14.300602928509905,2.297157622739018,11.27390180878553,0.9065460809646856,0.16192937123169682,0.7506459948320413,0.28036175710594313,59.6993970714901,39.28251507321275,2.9954041632873754,2.1654501216545023,2.1357123546904564,2.1708569883752364,2.100567721005677
apache-tika_1.2,3023,6834,964,6206,14689,2929,366,2069,521,256,0,12,9,26,1889,757,264,1155,24,0,982,0,1910,44629,1494,561,700,515,540,9700,3659,6958,1396,5393,604,58,136,0,34550,15857,52,246,120,101,1223,50,49,50,27,38,0,2,6,5,108,71,48,99,6,0,78,0,87,1245,40,43,45,18,131,1578,205,232,95,134,7,17,45,0,668,1025,6.351147864746174,24.012578243819277,5.853066160311882,15.359070134572258,120.64797786902889,7.8570773198695445,3.4011085600590416,5.978154064179866,2.88785813648607,2.6504125982507065,0.0,0.23486898733113473,0.30078230519955246,0.4329868804483845,9.516833211827462,6.104056488161649,3.638026399264835,6.156963249419977,0.400059625848135,0.0,6.27671651993213,0.0,8.862067419899477,128.10051907786996,6.39332741552295,3.249203129014872,4.5615360344578395,2.2553731101034318,8.085767008998836,85.88152579021326,21.563343171755253,25.221898723225433,8.91371089289691,17.002039265568822,1.699849642105996,0.9289148796205967,2.3007985066259775,0.0,65.24295055952302,188.01308333338554,7.030232558139535,15.893023255813954,2.2418604651162792,14.432558139534883,34.16046511627907,6.811627906976744,0.8511627906976744,4.811627906976744,1.2116279069767442,0.5953488372093023,0.0,0.027906976744186046,0.020930232558139535,0.06046511627906977,4.3930232558139535,1.7604651162790699,0.6139534883720931,2.686046511627907,0.05581395348837209,0.0,2.2837209302325583,0.0,4.441860465116279,103.78837209302326,3.474418604651163,1.3046511627906976,1.627906976744186,1.197674418604651,1.255813953488372,22.558139534883722,8.509302325581395,16.18139534883721,3.2465116279069766,12.54186046511628,1.4046511627906977,0.13488372093023257,0.31627906976744186,0.0,80.34883720930233,36.87674418604651,72.8179228179228,72.38409738409739,73.64672364672364,72.52007252007252,73.58197358197359
apache-tika_1.20,8015,16911,1884,16943,40242,7065,845,5113,1249,469,0,45,19,44,4189,1880,544,2833,85,0,2332,0,7056,113590,3840,1554,1633,1467,1064,22711,8288,18788,3127,14959,1522,165,288,4,82138,44129,63,323,79,167,3641,87,49,85,30,38,0,7,6,7,112,71,48,109,7,0,79,0,293,1395,63,43,53,30,131,1564,194,302,124,293,8,15,33,2,668,1025,7.531983560605765,24.901065370248347,2.7162462044279625,19.832617310983863,197.35998589710766,8.562172071108053,2.7929695912580264,7.091742119053536,2.7946871571227403,2.041218759125338,0.0,0.3730097248537237,0.2546248746779501,0.3795842515153145,7.9523031674441755,5.104473598770412,2.9145422777362557,5.766644176093828,0.5292776628357565,0.0,5.3163575346559115,0.0,16.43363022386198,141.03542380457358,6.693975661815154,3.2381395162042526,4.121154675149129,2.8465219890354,5.647716518329317,71.68478218745088,18.67474397755927,27.063142015195947,8.005618472835767,20.845825789451773,1.6328345342379986,0.8657682953863461,1.342725604374849,0.07629842930508374,67.47204212418931,202.6513616673174,7.789115646258503,16.434402332361515,1.8309037900874636,16.46550048590865,39.10787172011662,6.865889212827988,0.8211856171039844,4.968901846452867,1.2137998056365404,0.4557823129251701,0.0,0.043731778425655975,0.0184645286686103,0.042759961127308066,4.070942662779397,1.8270165208940718,0.5286686103012633,2.753158406219631,0.0826044703595724,0.0,2.2662779397473276,0.0,6.857142857142857,110.38872691933916,3.7317784256559765,1.510204081632653,1.586977648202138,1.4256559766763848,1.034013605442177,22.070942662779398,8.054421768707483,18.258503401360546,3.0388726919339164,14.537414965986395,1.4791059280855199,0.16034985422740525,0.27988338192419826,0.003887269193391642,79.82312925170068,42.885325558794946,12.548562548562547,11.53846153846154,9.984459984459987,11.441336441336441,10.165760165760164
apache-tika_1.21,8187,17273,1911,17363,41249,7217,861,5220,1271,480,0,45,19,44,4277,1940,548,2881,85,0,2382,0,7229,115690,3969,1594,1677,1516,1086,22997,8424,19206,3168,15296,1567,168,288,5,83473,45183,68,325,79,175,3641,87,50,86,30,38,0,7,6,7,112,72,48,110,7,0,80,0,295,1403,64,43,54,30,131,1564,194,303,124,294,8,15,33,2,668,1025,7.6685629719150405,24.917533714369025,2.6878360087518978,19.915274443330777,199.35129102770648,8.612052143145808,2.7970294029065808,7.11825240594262,2.7832151955408837,2.0971430874898775,0.0,0.37017936130651524,0.2526763741473354,0.37670095513379387,7.940149453572388,5.118562576929927,2.8997667615276583,5.7474183943880615,0.5253042581241513,0.0,5.318982817614948,0.0,16.424590318608775,140.68900644112875,6.791813599161524,3.232464925215694,4.15224816506506,2.8825528745275157,5.612775468118873,71.28722696972156,18.576601285196645,27.055851429811895,7.9544896774992315,20.836563990832765,1.6438815389629728,0.8660206409412012,1.316934990553814,0.08174390292695775,67.43806272548838,203.43138568684415,7.83444976076555,16.529186602870812,1.8287081339712918,16.61531100478469,39.472727272727276,6.90622009569378,0.8239234449760765,4.9952153110047846,1.2162679425837322,0.45933014354066987,0.0,0.0430622009569378,0.01818181818181818,0.042105263157894736,4.092822966507177,1.8564593301435406,0.5244019138755981,2.756937799043062,0.08133971291866028,0.0,2.279425837320574,0.0,6.917703349282297,110.70813397129187,3.7980861244019137,1.5253588516746412,1.6047846889952153,1.4507177033492824,1.0392344497607655,22.0066985645933,8.061244019138757,18.378947368421052,3.031578947368421,14.637320574162679,1.4995215311004784,0.16076555023923444,0.2755980861244019,0.004784688995215311,79.87846889952154,43.23732057416268,12.658637658637659,11.713286713286713,11.862211862211863,11.674436674436677,11.868686868686872
apache-tika_1.22,8281,17510,1935,17574,41793,7300,866,5278,1293,482,0,45,19,44,4333,1971,555,2926,86,0,2414,0,7306,117266,4011,1633,1708,1530,1103,23144,8613,19487,3215,15520,1596,171,297,6,84443,45196,68,345,79,175,3641,87,50,86,31,38,0,7,6,7,117,76,48,116,7,0,84,0,295,1403,64,43,55,30,131,1564,198,303,124,294,8,15,33,2,668,1025,7.665508817509905,25.090410690148722,2.6782764215095027,19.875048691482785,199.30608213686017,8.603830743610947,2.776976040894823,7.114941165610861,2.7925435345068936,2.106082576854137,0.0,0.36792652199029374,0.2511257344507641,0.3744060352213318,7.990495668270945,5.158337539138525,2.8847068553079662,5.830616649675725,0.5228998646890277,0.0,5.359194812385288,0.0,16.411528478053427,140.9222429565087,6.773175742201786,3.227791451400921,4.168705961141096,2.8806976960811768,5.595738175166581,70.93429429469907,18.671486922723698,27.143047766503294,7.923798098374439,20.873593868898862,1.6438939627857159,0.8619805162464855,1.3170976140524042,0.08681243461158068,67.59316999950752,202.23010691798882,7.82703213610586,16.550094517958414,1.8289224952741021,16.610586011342154,39.50189035916824,6.8998109640831755,0.8185255198487713,4.9886578449905485,1.222117202268431,0.4555765595463138,0.0,0.04253308128544423,0.017958412098298678,0.04158790170132325,4.095463137996219,1.8629489603024574,0.5245746691871456,2.765595463137996,0.08128544423440454,0.0,2.2816635160680527,0.0,6.905482041587902,110.8374291115312,3.791115311909263,1.5434782608695652,1.614366729678639,1.446124763705104,1.0425330812854443,21.87523629489603,8.140831758034027,18.418714555765597,3.0387523629489603,14.669187145557656,1.5085066162570888,0.16162570888468808,0.28071833648393196,0.005671077504725898,79.81379962192817,42.71833648393195,11.544936544936544,10.573685573685573,9.071484071484072,10.43771043771044,8.954933954933953
apache-tika_1.3,3101,7068,985,6393,15459,3019,370,2146,520,266,0,12,9,26,1918,770,266,1179,26,0,997,0,1941,45899,1527,577,722,537,552,10050,3762,7225,1428,5610,629,58,135,0,35595,15863,52,256,120,101,1223,50,49,50,27,38,0,2,6,5,108,71,48,100,6,0,78,0,91,1245,42,43,45,20,131,1578,205,232,95,140,8,17,45,0,668,1025,6.396666883406182,24.413241942233658,5.809831412070077,15.67721606008878,122.76508906949664,7.9462556344021555,3.3764999007533296,6.116888834660854,2.870777992057218,2.649254247031957,0.0,0.23300234548765944,0.2983695960485228,0.4295642373939253,9.481012806977581,6.0671414282100615,3.6100290211169535,6.166297892066167,0.4076478997794706,0.0,6.238085866788178,0.0,8.950137359118393,129.3474053272016,6.4337191752880525,3.2703662300243135,4.633625216672576,2.3251303134070844,8.036433214565289,85.98622406348873,21.659271747973747,25.675228525050628,8.918550281409944,17.629824118956762,1.7594065803918302,0.9215837727637627,2.2814042806988013,0.0,65.8148690766871,186.55264481893113,7.0961098398169336,16.17391304347826,2.254004576659039,14.62929061784897,35.37528604118993,6.908466819221968,0.8466819221967964,4.910755148741419,1.1899313501144164,0.6086956521739131,0.0,0.02745995423340961,0.020594965675057208,0.059496567505720827,4.389016018306636,1.7620137299771168,0.6086956521739131,2.6979405034324944,0.059496567505720827,0.0,2.2814645308924484,0.0,4.441647597254004,105.03203661327231,3.494279176201373,1.3203661327231122,1.6521739130434783,1.22883295194508,1.263157894736842,22.997711670480548,8.608695652173912,16.533180778032037,3.267734553775744,12.837528604118994,1.4393592677345537,0.13272311212814644,0.30892448512585813,0.0,81.45308924485126,36.29977116704806,70.66822066822066,71.3092463092463,74.01579901579902,71.12794612794612,73.93809893809893
apache-tika_1.4,3196,7291,1015,6606,16051,3132,387,2221,552,271,0,12,9,26,1991,801,283,1227,30,0,1042,0,2039,47551,1578,592,743,548,561,10239,4037,7515,1494,5835,647,61,139,0,36870,15875,52,292,120,101,1223,51,49,50,32,38,0,2,6,5,112,71,48,107,6,0,78,0,91,1245,42,43,45,21,131,1576,205,237,95,148,8,17,45,0,668,1025,6.427956496554998,25.109559092959497,5.741164066851532,15.70926830892457,123.26288111157727,8.005680253544057,3.356576285278343,6.117290547019391,2.9952983759221485,2.618373565870369,0.0,0.22990335365183967,0.29436523379739593,0.42388096393640906,9.687795134214998,6.01115862365378,3.5889923670337733,6.3992760351046805,0.4431914131599312,0.0,6.210557214896559,0.0,9.06837712762992,130.30014185970992,6.436530076377892,3.2346673246627575,4.648226477479038,2.3371855652747806,7.936700235412031,85.08300507004891,22.31181043178421,25.9660229943512,8.913381925312294,17.77827169328488,1.7517121527566,0.9290844846607417,2.252958778591779,0.0,66.18666072124513,184.12544845504587,7.118040089086859,16.238307349665924,2.260579064587973,14.712694877505568,35.74832962138085,6.9755011135857465,0.8619153674832962,4.9465478841870825,1.2293986636971046,0.6035634743875279,0.0,0.026726057906458798,0.0200445434298441,0.05790645879732739,4.434298440979956,1.7839643652561248,0.6302895322939867,2.732739420935412,0.066815144766147,0.0,2.3207126948775056,0.0,4.541202672605791,105.9042316258352,3.514476614699332,1.3184855233853006,1.6547884187082404,1.2204899777282852,1.2494432071269488,22.80400890868597,8.99109131403118,16.737193763919823,3.3273942093541202,12.99554565701559,1.44097995545657,0.1358574610244989,0.30957683741648107,0.0,82.11581291759465,35.356347438752785,69.36674436674437,69.96244496244498,72.61719761719762,69.79409479409479,72.74022274022273
apache-tika_1.5,3322,7521,910,6858,16912,3224,387,2315,572,249,0,12,13,27,2021,821,294,1247,29,0,1066,0,2087,49834,1646,616,776,552,571,10623,4185,7744,1517,6039,664,63,140,0,37649,15883,52,293,120,101,1496,57,49,50,32,38,0,2,6,5,112,71,48,107,6,0,78,0,91,1245,43,43,45,21,131,1582,205,237,95,154,8,17,45,0,668,1025,6.712779119617438,25.475693231653487,5.706751588081109,16.36407815271966,131.6432616291826,8.1747069559286,3.342223781160495,6.328778434722211,3.0470635217613653,2.6173692415619203,0.0,0.22815172571766054,0.3465033687257144,0.438281649094405,9.622534511554882,5.9711467251947425,3.5796885395919382,6.372484212726593,0.4376653891579534,0.0,6.170114293217175,0.0,9.047774736618745,134.48734519981195,6.518362489685892,3.2963048406462194,4.656895772297971,2.265745625366272,7.887115352703538,85.90630000173682,22.300377557642822,26.6439222457099,8.884399662043878,18.56535709580756,1.756071293840188,0.9190248685864796,2.236076599299172,0.0,66.88083803338449,182.7521229882668,7.285087719298246,16.49342105263158,1.9956140350877194,15.039473684210526,37.08771929824562,7.0701754385964914,0.8486842105263158,5.076754385964913,1.2543859649122806,0.5460526315789473,0.0,0.02631578947368421,0.02850877192982456,0.05921052631578947,4.432017543859649,1.8004385964912282,0.6447368421052632,2.7346491228070176,0.06359649122807018,0.0,2.337719298245614,0.0,4.576754385964913,109.28508771929825,3.6096491228070176,1.3508771929824561,1.7017543859649122,1.2105263157894737,1.2521929824561404,23.29605263157895,9.177631578947368,16.982456140350877,3.3267543859649122,13.243421052631579,1.456140350877193,0.13815789473684212,0.30701754385964913,0.0,82.56359649122807,34.83114035087719,69.50919450919451,69.54804454804454,72.78554778554779,69.72934472934473,72.61719761719763
