project_name,version,cbo,wmc,dit,rfc,lcom,totalMethods,staticMethods,publicMethods,privateMethods,protectedMethods,defaultMethods,abstractMethods,finalMethods,synchronizedMethods,totalFields,staticFields,publicFields,privateFields,protectedFields,defaultFields,finalFields,synchronizedFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty,modifiers
bumptech-glide,1.2.17,1955,6176,756,5216,26620,3201,543,2572,172,305,0,15,48,48,1384,656,201,486,196,0,521,0,2674,34556,1477,358,572,267,348,4917,2322,5838,1327,4596,495,65,102,0,31424,16199
bumptech-glide,1.2.2,1356,4057,536,3741,12046,2038,366,1478,83,262,0,12,21,45,1161,559,168,283,193,0,377,0,1316,22636,1145,301,472,222,269,2898,1688,3842,1144,2963,358,60,53,0,22676,10519
bumptech-glide,1.2.3,1357,4047,534,3731,12058,2030,366,1470,83,263,0,12,21,45,1158,559,168,281,193,0,376,0,1316,22577,1143,300,472,222,269,2898,1685,3835,1144,2957,357,60,51,0,22712,10520
bumptech-glide,1.2.4,1400,4081,546,3840,12072,2056,377,1495,83,263,0,12,21,45,1193,589,173,296,193,0,387,0,1356,23044,1153,302,469,223,269,3123,1698,3891,1172,3013,361,60,52,0,23721,10530
bumptech-glide,1.2.6,1410,4093,541,3850,12140,2063,374,1508,79,260,0,12,21,45,1204,592,170,296,192,0,385,0,1392,23126,1151,303,466,224,259,3213,1696,3910,1183,3032,361,58,52,0,23835,10529
bumptech-glide,1.2.7,1445,4115,549,3883,12180,2083,378,1528,79,260,0,12,21,45,1205,593,170,296,192,0,386,0,1402,23253,1155,303,468,224,259,3221,1696,3931,1183,3051,362,58,52,0,23913,10533
bumptech-glide,1.2.9,1475,4060,545,3832,12137,2058,350,1519,79,260,0,12,23,45,1174,563,170,296,192,0,380,0,1326,22817,1150,290,459,216,240,3150,1524,3864,1112,2996,356,58,52,0,23414,10545
bumptech-glide,3.3.8,6094,11950,1524,12186,89882,6697,310,4480,695,553,0,11,11,7,1776,248,137,1398,55,0,550,0,1611,78321,3504,752,954,397,526,8440,2107,8922,1324,7185,677,47,90,0,45799,28843
bumptech-glide,3.3.9,6094,11951,1524,12187,89882,6697,310,4480,695,553,0,11,11,7,1776,248,137,1398,55,0,550,0,1611,78326,3505,752,954,397,526,8440,2107,8922,1324,7185,677,47,90,0,45799,28843
bumptech-glide,3.5.0,6155,12113,1537,12382,90671,6778,317,4539,708,557,0,11,11,12,1783,253,138,1404,55,0,554,0,1641,79796,3535,760,965,417,525,8710,2228,9094,1355,7344,682,51,91,0,46546,28881
bumptech-glide,3.5.1,6182,12152,1540,12431,90726,6801,315,4555,705,560,0,11,11,12,1787,254,139,1406,56,0,556,0,1643,80228,3534,761,967,419,525,8759,2249,9129,1355,7378,682,51,94,0,46826,28884
bumptech-glide,3.5.2,6179,12149,1539,12416,90734,6798,316,4553,706,558,0,11,11,12,1790,257,140,1408,56,0,559,0,1638,80194,3538,761,968,419,525,8760,2249,9117,1355,7366,682,51,94,0,46862,28900
bumptech-glide,3.5.3,6186,12196,1543,12482,91376,6813,316,4517,706,559,0,11,11,12,1795,258,140,1413,56,0,560,0,1650,80546,3537,778,970,419,531,8844,2293,9176,1362,7424,688,46,94,0,47171,28902
bumptech-glide,3.5.4,6192,12205,1545,12510,91557,6817,316,4519,708,559,0,11,11,12,1794,257,139,1413,56,0,559,0,1654,80624,3540,780,969,419,531,8853,2308,9191,1364,7439,688,46,94,0,47256,28903
bumptech-glide,3.6.0,6190,12207,1547,12561,91567,6817,316,4519,710,560,0,11,11,12,1793,257,139,1412,56,0,560,0,1770,80663,3534,779,969,417,533,8909,2320,9199,1367,7442,687,48,94,0,47320,28904
bumptech-glide,3.6.1,6207,12294,1548,12681,92991,6849,317,4537,715,567,0,11,11,12,1800,263,141,1417,56,0,567,0,1791,81432,3551,786,986,424,533,9027,2359,9311,1371,7542,688,49,96,0,47560,28905
bumptech-glide,3.6.2,6338,12316,1556,12767,93798,6897,322,4571,734,560,0,10,10,12,1803,263,141,1420,56,0,572,0,1848,83673,3593,755,1008,425,520,9160,2388,9369,1308,7582,692,54,119,0,48057,28912
bumptech-glide,2.3.0,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602
bumptech-glide,2.3.1,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602
bumptech-glide,2.3.2,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602
bumptech-glide,2.3.3,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602
bumptech-glide,2.3.4,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602
bumptech-glide,2.4.0,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602
bumptech-glide,2.4.1,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602
bumptech-glide,2.4.2,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602
bumptech-glide,2.4.3,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602
bumptech-glide,2.4.4,9604,23513,1909,19485,94327,11080,1234,9280,871,207,27,157,109,66,3579,1608,412,2837,115,0,2442,0,5655,164882,8750,1065,2272,818,1312,10879,12418,17838,3001,13413,891,117,1348,406,76917,50602
bumptech-glide,9.0.21,12866,58758,5118,43159,484779,25970,1863,21001,1916,1908,38,300,664,368,10049,4245,1762,6006,1838,0,5666,0,12356,325213,15526,3454,6543,3342,3776,36436,23168,47073,7513,33539,3003,281,1232,57,206168,167250
bumptech-glide,9.0.22,12957,58880,5141,43348,485068,26024,1871,21045,1919,1911,38,300,664,368,10085,4257,1771,6031,1840,0,5690,0,12425,326011,15571,3461,6566,3344,3783,36557,23212,47193,7544,33655,3023,281,1238,60,206651,167261
bumptech-glide,9.0.23,13029,59076,5180,43603,487798,26120,1880,21116,1927,1919,40,300,665,368,10137,4279,1785,6060,1846,0,5709,0,12482,327511,15606,3478,6580,3358,3774,36858,23287,47452,7579,33888,3061,281,1250,60,207497,167269
bumptech-glide,9.0.24,13041,59076,5180,43603,487798,26120,1880,21116,1927,1919,40,300,665,368,10137,4279,1785,6060,1846,0,5709,0,12482,327503,15606,3478,6580,3358,3774,36858,23287,47452,7579,33888,3061,281,1250,60,207493,167269
bumptech-glide,9.0.25,13060,59128,5187,43661,487898,26144,1885,21126,1928,1927,40,302,667,368,10151,4279,1789,6064,1853,0,5717,0,12499,327859,15619,3485,6586,3359,3777,36926,23318,47501,7585,33931,3070,281,1252,60,207691,168298
bumptech-glide,9.0.26,13060,59128,5187,43661,487898,26144,1885,21126,1928,1927,40,302,667,368,10151,4279,1789,6064,1853,0,5717,0,12499,327859,15619,3485,6586,3359,3777,36926,23318,47501,7585,33931,3070,281,1252,60,207691,168298
bumptech-glide,9.0.6,11993,55784,4795,40931,458064,24615,1757,19949,1790,1815,32,295,616,348,9460,4034,1642,5703,1739,0,5347,0,11339,306150,14776,3302,6172,3203,3737,32220,21534,44686,7378,31800,2829,253,1154,42,197342,160908
bumptech-glide,9.0.7,12081,56001,4859,41086,459220,24760,1757,20049,1801,1820,32,295,616,359,9545,4087,1691,5735,1739,0,5415,0,11357,307450,14818,3305,6206,3221,3745,32282,21601,44847,7395,31930,2835,259,1157,42,198818,160938
bumptech-glide,9.0.8,12087,56117,4867,41142,462232,24800,1764,20081,1809,1820,32,295,616,359,9579,4107,1694,5766,1739,0,5442,0,11371,307932,14849,3314,6234,3225,3748,32316,21619,44914,7407,31989,2837,259,1163,43,199065,160940
bumptech-glide,9.0.9,12197,56487,4900,41410,465632,24984,1773,20231,1832,1824,32,295,617,359,9611,4082,1702,5790,1741,0,5462,0,11585,311256,14946,3334,6261,3243,3597,32778,21756,45195,7437,32262,2861,261,1164,43,199947,163068
bumptech-glide,1.16.22,4343,8823,917,6371,24361,2902,704,1906,587,128,6,45,23,3,1461,499,137,836,20,0,772,0,3116,44068,2981,719,1178,382,887,4933,2563,8225,740,6160,371,173,438,22,27964,30505
bumptech-glide,1.16.4,3732,7642,670,5560,21120,2546,590,1693,444,160,3,38,19,3,1006,414,111,678,18,0,612,0,2731,38523,2600,634,1010,391,825,4658,2066,6993,672,4912,431,148,273,7,24360,24114
bumptech-glide,1.16.6,3796,7810,671,5680,21747,2557,602,1696,457,158,3,38,19,3,1008,414,112,681,18,0,630,0,2789,39259,2650,656,1032,395,844,4736,2153,7191,700,5037,433,151,277,7,24627,24117
bumptech-glide,1.16.8,3889,8037,710,5814,20563,2644,614,1719,500,177,4,43,20,3,1067,436,116,710,18,0,660,0,2854,40744,2715,682,1055,358,869,4950,2281,7515,697,5314,441,157,297,16,25366,26191
bumptech-glide,1.18.0,4378,8898,935,6384,24537,2903,707,1909,583,128,6,45,23,3,1495,506,142,857,20,0,785,0,3132,44538,3004,729,1206,383,899,4966,2574,8275,745,6220,359,176,461,22,28212,30511
bumptech-glide,1.18.10,5194,10640,1205,7261,30123,3515,851,2266,680,171,8,48,22,4,1758,620,164,1046,18,0,916,0,3849,56015,3512,882,1494,431,1233,5775,3023,9898,946,7301,399,196,660,37,32180,30710
bumptech-glide,1.18.2,4683,9313,1018,6740,25261,3033,741,1970,639,130,6,47,26,3,1574,517,145,907,20,0,802,0,3307,47368,3132,791,1279,390,1001,5128,2695,8855,811,6651,365,186,534,30,29379,30547
bumptech-glide,1.18.4,4909,9713,1100,6936,27120,3171,788,2059,656,134,8,48,26,4,1615,540,141,948,18,0,822,0,3566,50613,3248,837,1344,404,1110,5269,2891,9298,860,6934,367,187,583,30,30265,30596
bumptech-glide,1.18.6,5000,9906,1166,6935,28359,3264,803,2105,657,154,8,49,26,4,1657,547,142,967,16,0,832,0,3582,52929,3321,848,1382,406,1133,5501,2921,9310,862,6938,363,193,645,30,30823,30614
bumptech-glide,1.18.8,5030,10155,1177,6998,29325,3347,814,2156,659,168,8,49,27,4,1667,559,146,981,18,0,844,0,3648,53931,3379,868,1421,421,1140,5584,2954,9448,873,7012,378,194,644,30,31206,30623
bumptech-glide,1.20,8015,16911,1884,16943,40242,7065,845,5113,1249,469,0,45,19,44,4189,1880,544,2833,85,0,2332,0,7056,113590,3840,1554,1633,1467,1064,22711,8288,18788,3127,14959,1522,165,288,4,82138,44129
bumptech-glide,1.21,8187,17273,1911,17363,41249,7217,861,5220,1271,480,0,45,19,44,4277,1940,548,2881,85,0,2382,0,7229,115690,3969,1594,1677,1516,1086,22997,8424,19206,3168,15296,1567,168,288,5,83473,45183
bumptech-glide,1.22,8281,17510,1935,17574,41793,7300,866,5278,1293,482,0,45,19,44,4333,1971,555,2926,86,0,2414,0,7306,117266,4011,1633,1708,1530,1103,23144,8613,19487,3215,15520,1596,171,297,6,84443,45196
bumptech-glide,1.2,3023,6834,964,6206,14689,2929,366,2069,521,256,0,12,9,26,1889,757,264,1155,24,0,982,0,1910,44629,1494,561,700,515,540,9700,3659,6958,1396,5393,604,58,136,0,34550,15857
bumptech-glide,1.3,3101,7068,985,6393,15459,3019,370,2146,520,266,0,12,9,26,1918,770,266,1179,26,0,997,0,1941,45899,1527,577,722,537,552,10050,3762,7225,1428,5610,629,58,135,0,35595,15863
bumptech-glide,1.4,3196,7291,1015,6606,16051,3132,387,2221,552,271,0,12,9,26,1991,801,283,1227,30,0,1042,0,2039,47551,1578,592,743,548,561,10239,4037,7515,1494,5835,647,61,139,0,36870,15875
bumptech-glide,1.5,3322,7521,910,6858,16912,3224,387,2315,572,249,0,12,13,27,2021,821,294,1247,29,0,1066,0,2087,49834,1646,616,776,552,571,10623,4185,7744,1517,6039,664,63,140,0,37649,15883
bumptech-glide,1.6,3717,8186,970,7669,18257,3491,404,2492,611,300,0,14,13,27,2156,881,311,1339,35,0,1135,0,2591,54271,1792,697,853,606,603,11592,4418,8558,1632,6724,731,66,150,0,41102,16944
bumptech-glide,1.7,4070,8725,1027,8393,19471,3744,421,2681,659,308,0,14,15,27,2252,926,323,1406,40,0,1182,0,3012,58966,1928,743,868,692,639,13169,4742,9357,1689,7374,780,74,153,0,44234,18008
bumptech-glide,1.8,4778,10096,1179,9878,21252,4262,481,3050,757,357,0,21,17,27,2521,1026,350,1618,49,0,1333,0,3905,68079,2257,888,1007,819,710,14694,5314,11183,2021,8783,909,89,170,0,51386,25272
bumptech-glide,1.2.52,10668,19951,5201,17315,185921,10216,489,9463,258,307,0,21,190,0,9425,546,7021,1962,121,0,555,0,8373,159310,4479,1375,3329,955,2032,15025,13257,25711,4024,25656,1048,476,2245,0,80482,15152
bumptech-glide,1.2.54,10670,19964,5203,17325,185954,10222,489,9469,258,307,0,21,190,0,9427,548,7021,1964,121,0,557,0,8381,159408,4484,1375,3330,955,2033,15037,13264,25736,4024,25681,1048,476,2245,0,80507,15153
bumptech-glide,1.2.55,10805,20211,5265,17599,187341,10343,507,9574,265,316,0,22,192,0,9438,553,7021,1972,120,0,561,0,8609,161165,4564,1393,3373,970,2051,15303,13414,25999,4047,25876,1060,477,2268,0,81291,16208
bumptech-glide,1.2.56,10839,20252,5280,17653,187508,10367,508,9597,265,317,0,22,192,0,9440,555,7021,1974,120,0,561,0,8641,161463,4573,1393,3380,971,2053,15338,13433,26064,4049,25932,1060,478,2280,0,81511,16215
bumptech-glide,1.2.57,10965,20434,5365,17838,188057,10429,512,9654,266,322,0,22,194,0,9464,568,7025,1996,120,0,563,0,8727,163331,4612,1396,3429,984,2073,15667,13558,26265,4065,26074,1055,479,2300,0,82261,24437
bumptech-glide,1.2.58,11002,20524,5377,17899,188320,10455,515,9678,266,322,0,22,194,0,9467,569,7026,1998,120,0,564,0,8776,163803,4647,1411,3436,984,2093,15752,13647,26346,4100,26139,1057,480,2305,0,82432,24444
bumptech-glide,1.2.59,11031,20559,5391,17937,188295,10467,517,9690,266,322,0,22,194,0,9467,569,7026,1998,120,0,564,0,8806,164067,4652,1415,3448,985,2094,15828,13658,26379,4107,26167,1057,480,2309,0,82567,24451
bumptech-glide,1.2.60,11156,20795,5452,18111,189150,10544,531,9760,266,323,0,23,195,0,9480,572,7027,2004,126,0,568,0,9003,165834,4689,1438,3502,995,2122,15962,13759,26612,4142,26346,1067,481,2366,0,83296,25500
bumptech-glide,1.2.61,11207,20862,5479,18220,189219,10586,533,9798,269,324,0,23,195,0,9487,572,7027,2006,126,0,568,0,9049,166662,4701,1442,3509,996,2132,16059,13819,26708,4158,26428,1070,483,2375,0,83631,25513
bumptech-glide,2.1.40,9873,18249,4810,16094,179084,9519,455,8809,246,277,0,21,187,0,9271,479,7007,1833,114,0,505,0,7504,143891,4236,1257,2986,892,1681,13313,11059,22900,3463,23753,982,457,2058,0,72289,14920
bumptech-glide,7.1.75,19585,27526,4627,30119,279319,16383,553,12049,415,1531,2,143,2,19,5517,1477,569,1886,2620,0,1653,0,2797,161521,7480,1721,1769,851,1052,22383,12749,22536,2066,17646,1708,146,109,340,93840,95516
bumptech-glide,7.1.76,19585,27526,4627,30119,279319,16383,553,12049,415,1531,2,143,2,19,5517,1477,569,1886,2620,0,1653,0,2797,161521,7480,1721,1769,851,1052,22383,12749,22536,2066,17646,1708,146,109,340,93840,95516
bumptech-glide,7.1.77,19585,27526,4627,30119,279319,16383,553,12049,415,1531,2,143,2,19,5517,1477,569,1886,2620,0,1653,0,2797,161521,7480,1721,1769,851,1052,22383,12749,22536,2066,17646,1708,146,109,340,93840,95516
bumptech-glide,7.1.78,19585,27526,4627,30119,279319,16383,553,12049,415,1531,2,143,2,19,5517,1477,569,1886,2620,0,1653,0,2797,161521,7480,1721,1769,851,1052,22383,12749,22536,2066,17646,1708,146,109,340,93840,95516
bumptech-glide,7.1.79,19585,27526,4627,30119,279319,16383,553,12049,415,1531,2,143,2,19,5517,1477,569,1886,2620,0,1653,0,2797,161521,7480,1721,1769,851,1052,22383,12749,22536,2066,17646,1708,146,109,340,93840,95516
bumptech-glide,7.1.80,19585,27526,4627,30119,279319,16383,553,12049,415,1531,2,143,2,19,5517,1477,569,1886,2620,0,1653,0,2797,161521,7480,1721,1769,851,1052,22383,12749,22536,2066,17646,1708,146,109,340,93840,95516
bumptech-glide,7.1.81,19585,27526,4627,30119,279319,16383,553,12049,415,1531,2,143,2,19,5517,1477,569,1886,2620,0,1653,0,2797,161521,7480,1721,1769,851,1052,22383,12749,22536,2066,17646,1708,146,109,340,93840,95516
bumptech-glide,7.1.82,19585,27526,4627,30119,279319,16383,553,12049,415,1531,2,143,2,19,5517,1477,569,1886,2620,0,1653,0,2797,161521,7480,1721,1769,851,1052,22383,12749,22536,2066,17646,1708,146,109,340,93840,95516
bumptech-glide,7.1.83,19585,27526,4627,30119,279319,16383,553,12049,415,1531,2,143,2,19,5517,1477,569,1886,2620,0,1653,0,2797,161521,7480,1721,1769,851,1052,22383,12749,22536,2066,17646,1708,146,109,340,93840,95516
bumptech-glide,7.1.84,19585,27526,4627,30119,279319,16383,553,12049,415,1531,2,143,2,19,5517,1477,569,1886,2620,0,1653,0,2797,161521,7480,1721,1769,851,1052,22383,12749,22536,2066,17646,1708,146,109,340,93840,95516
bumptech-glide,4.3.0,6518,7707,848,8432,19929,5158,479,3891,729,85,0,22,67,140,2116,572,120,1835,43,0,1161,0,2677,65814,2146,410,576,206,323,3548,5161,7336,1331,6204,431,310,326,0,42355,27602
bumptech-glide,4.3.1,6518,7707,848,8432,19929,5158,479,3891,729,85,0,22,67,140,2116,572,120,1835,43,0,1161,0,2677,65814,2146,410,576,206,323,3548,5161,7336,1331,6204,431,310,326,0,42355,27602
bumptech-glide,4.4.0,6518,7707,848,8432,19929,5158,479,3891,729,85,0,22,67,140,2116,572,120,1835,43,0,1161,0,2677,65814,2146,410,576,206,323,3548,5161,7336,1331,6204,431,310,326,0,42355,27602
bumptech-glide,4.5.0,6518,7707,848,8432,19929,5158,479,3891,729,85,0,22,67,140,2116,572,120,1835,43,0,1161,0,2677,65814,2146,410,576,206,323,3548,5161,7336,1331,6204,431,310,326,0,42355,27602
bumptech-glide,4.6.0,6518,7707,848,8432,19929,5158,479,3891,729,85,0,22,67,140,2116,572,120,1835,43,0,1161,0,2677,65814,2146,410,576,206,323,3548,5161,7336,1331,6204,431,310,326,0,42355,27602
bumptech-glide,4.6.1,6518,7707,848,8432,19929,5158,479,3891,729,85,0,22,67,140,2116,572,120,1835,43,0,1161,0,2677,65814,2146,410,576,206,323,3548,5161,7336,1331,6204,431,310,326,0,42355,27602
bumptech-glide,4.7.0,6518,7707,848,8432,19929,5158,479,3891,729,85,0,22,67,140,2116,572,120,1835,43,0,1161,0,2677,65814,2146,410,576,206,323,3548,5161,7336,1331,6204,431,310,326,0,42355,27602
bumptech-glide,4.7.1,6518,7707,848,8432,19929,5158,479,3891,729,85,0,22,67,140,2116,572,120,1835,43,0,1161,0,2677,65814,2146,410,576,206,323,3548,5161,7336,1331,6204,431,310,326,0,42355,27602
bumptech-glide,4.8.0,6518,7707,848,8432,19929,5158,479,3891,729,85,0,22,67,140,2116,572,120,1835,43,0,1161,0,2677,65814,2146,410,576,206,323,3548,5161,7336,1331,6204,431,310,326,0,42355,27602
bumptech-glide,4.9.0,6518,7707,848,8432,19929,5158,479,3891,729,85,0,22,67,140,2116,572,120,1835,43,0,1161,0,2677,65814,2146,410,576,206,323,3548,5161,7336,1331,6204,431,310,326,0,42355,27602
codecentric-spring-boot-admin,1.1.1,13675,27066,3097,23667,117111,13332,1528,10868,1235,390,0,98,34,75,6074,2429,968,4222,204,0,3305,0,5068,206141,9264,1831,2158,1035,1396,13948,9834,22247,2838,17605,1413,368,1468,0,99956,81111
codecentric-spring-boot-admin,1.1.2,13930,27294,3120,24140,117459,13488,1530,10990,1248,391,0,99,41,75,6109,2417,980,4264,200,0,3334,0,5235,208192,9317,1860,2185,1106,1399,14129,10091,22551,2933,17931,1438,373,1474,0,101880,82211
codecentric-spring-boot-admin,1.1.3,13974,27385,3128,24221,118054,13522,1549,11006,1263,392,0,99,41,75,6117,2423,984,4267,201,0,3339,0,5311,208626,9336,1864,2189,1112,1404,14179,10112,22591,2940,17969,1443,377,1475,0,102245,82215
codecentric-spring-boot-admin,1.1.4,13975,27391,3128,24209,118196,13524,1551,11010,1262,392,0,99,41,73,6122,2430,984,4272,201,0,3344,0,5319,208676,9335,1865,2189,1112,1404,14181,10133,22600,2937,17976,1444,377,1475,0,102425,82215
codecentric-spring-boot-admin,1.2.0,14345,28032,3194,24958,119489,13964,1589,11303,1340,433,0,115,41,75,6317,2509,1027,4410,212,0,3445,0,5441,212546,9574,1902,2229,1139,1417,14600,10215,23160,2993,18467,1491,377,1486,0,104836,86341
codecentric-spring-boot-admin,1.2.1,14346,28032,3197,24954,119489,13964,1589,11303,1340,433,0,115,41,75,6317,2509,1027,4410,212,0,3445,0,5441,212559,9574,1902,2229,1139,1417,14600,10215,23160,2993,18467,1491,377,1487,0,104841,86341
codecentric-spring-boot-admin,1.2.2,14420,28156,3211,25105,120059,14006,1621,11320,1360,434,0,115,41,75,6324,2519,1031,4411,213,0,3451,0,5552,213363,9604,1917,2239,1148,1427,14710,10241,23287,3014,18573,1504,385,1493,0,105454,86348
codecentric-spring-boot-admin,1.2.3,13993,28568,2814,25108,123998,14092,1694,11328,1436,437,0,115,41,73,6399,2595,1023,4495,213,0,3526,0,5700,212985,9758,1925,2323,1156,1761,14835,11410,23646,4092,18394,1506,386,1493,0,105071,86347
codecentric-spring-boot-admin,2.0.0,18412,37991,3409,36049,175982,18343,2447,14446,2045,509,24,132,40,74,8555,3505,1430,6169,303,0,5336,0,10180,278581,12977,2663,2942,1683,2364,19423,15225,33206,5334,26178,2105,376,1743,651,138622,91214
codecentric-spring-boot-admin,2.1.0,18523,38161,3446,36206,177173,18435,2454,14500,2070,509,25,132,41,74,8592,3503,1430,6235,302,0,5403,0,10249,280929,13018,2684,2954,1702,2373,19704,15387,33474,5378,26428,2140,374,1749,661,138999,93267
codecentric-spring-boot-admin,3.11.4,25267,45505,4742,50195,242489,22335,4346,17001,3238,833,55,356,125,169,7863,3295,2240,4409,492,0,5768,0,39419,406693,14737,5201,4258,2266,3138,46629,56194,41184,9571,33241,2215,986,2172,1002,191725,204618
codecentric-spring-boot-admin,3.2.1,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322200,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130
codecentric-spring-boot-admin,3.2,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322202,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130
codecentric-spring-boot-admin,3.3,19964,36821,3912,39758,181078,17882,3526,13803,2455,666,21,298,97,140,6456,2747,1929,3612,382,0,4841,0,27835,324141,12353,4098,3525,1756,2596,32108,36030,32143,7340,25916,1747,796,1859,436,150319,174139
codecentric-spring-boot-admin,3.4,21509,39127,4217,42393,195359,19024,3700,14607,2635,738,25,327,111,140,6860,2876,2026,3836,427,0,5138,0,31026,345478,13117,4373,3816,1878,2779,34339,42025,34959,7833,27916,1882,912,1976,497,159957,191701
codecentric-spring-boot-admin,3.5,21649,39500,4264,42711,198824,19202,3726,14745,2662,742,25,329,111,143,6906,2875,2018,3868,438,0,5155,0,31385,348635,13203,4402,3848,1913,2786,34904,43047,35259,7883,28134,1898,915,1987,503,161165,192740
codecentric-spring-boot-admin,3.6,22082,40465,4304,43768,204669,19709,3823,15096,2777,739,37,330,116,135,7150,2948,2102,3982,458,0,5295,0,31999,357810,13533,4499,3939,1970,2845,36690,43386,36121,8092,28866,1939,928,2036,648,165588,192877
codecentric-spring-boot-admin,3.7,22217,40639,4313,44048,206091,19810,3851,15173,2799,739,37,333,116,135,7166,2963,2099,4002,460,0,5302,0,32156,358867,13588,4525,3963,1972,2855,36810,43478,36245,8120,28970,1953,928,2035,655,166481,192897
codecentric-spring-boot-admin,3.8,22637,41303,4368,44984,210677,20160,3908,15428,2847,773,39,342,118,146,7282,3017,2120,4067,486,0,5384,0,32656,366007,13723,4644,3978,2034,2907,38043,44506,36982,8335,29599,2002,938,2059,719,171612,194973
codecentric-spring-boot-admin,3.9,22637,41303,4368,44984,210677,20160,3908,15428,2847,773,39,342,118,146,7282,3017,2120,4067,486,0,5384,0,32656,366007,13723,4644,3978,2034,2907,38043,44506,36982,8335,29599,2002,938,2059,719,171612,194973
codecentric-spring-boot-admin,2.6.1,1621,2246,230,2025,3786,1146,118,833,161,10,0,3,5,6,560,54,41,476,3,0,404,0,549,12200,703,178,241,18,162,861,1272,1922,601,1442,151,50,7,0,7305,7344
codecentric-spring-boot-admin,2.7.0,1619,2248,231,2018,3781,1142,118,827,162,10,0,3,5,6,559,54,40,477,3,0,403,0,545,12169,704,179,242,18,163,864,1265,1922,601,1445,156,49,7,0,7290,7345
codecentric-spring-boot-admin,3.0.0,1616,2459,240,2090,4056,1204,128,887,161,13,0,3,5,6,612,56,41,525,4,0,424,0,560,12662,772,183,322,17,180,653,1260,2112,615,1560,158,49,7,0,7578,7348
codecentric-spring-boot-admin,3.0.1,1618,2471,240,2103,4147,1207,129,889,161,13,0,3,5,6,613,56,41,526,4,0,424,0,561,12705,774,183,324,17,181,653,1265,2119,615,1561,158,49,7,0,7599,7348
codecentric-spring-boot-admin,3.0.2,1630,2485,243,2111,4169,1218,132,896,161,13,0,3,5,6,614,57,41,527,4,0,424,0,572,12759,775,183,324,19,181,654,1265,2124,615,1564,160,49,7,0,7648,7351
codecentric-spring-boot-admin,3.0.3,1631,2494,243,2123,4177,1221,133,897,163,13,0,3,5,6,614,57,41,527,4,0,424,0,571,12788,779,183,328,20,183,655,1271,2133,617,1570,158,49,7,0,7674,7351
codecentric-spring-boot-admin,3.0.4,1702,2926,262,2295,4582,1302,140,938,188,13,0,17,8,6,715,138,41,603,4,0,490,0,647,14857,880,203,465,24,222,766,1673,2586,721,1835,169,52,14,0,8957,8457
codecentric-spring-boot-admin,3.0.5,1702,2927,262,2298,4582,1302,140,938,188,13,0,17,8,6,715,138,41,603,4,0,490,0,647,14860,880,203,465,24,222,766,1679,2586,721,1835,169,52,14,0,8957,8457
codecentric-spring-boot-admin,3.0.6,1702,2928,262,2298,4582,1302,140,938,188,13,0,17,8,6,715,138,41,603,4,0,490,0,647,14866,880,203,465,24,222,766,1679,2588,721,1836,169,52,14,0,8957,8457
