name,version,bunch_algo,n_MoJo,mojoFM
coobird-thumbnailator,0.4.6,hillclimbing,74,69.67213114754098
coobird-thumbnailator,0.4.7,ga,62,74.59016393442623
crate-crate,3.3.1,exhaustive,1398,49.87450699175332
crate-crate,3.3.2,ga,1506,46.002151308712804
crate-crate,3.3.3,ga,1566,43.85084259591251
crate-crate,3.3.4,ga,1669,40.157762638938685
crate-crate,3.3.5,hillclimbing,2053,26.38938687701685
crate-crate,4.0.0,hillclimbing,3731,-33.775546790964505
crate-crate,4.0.1,exhaustive,3841,-37.7196127644317
crate-crate,4.0.2,ga,3889,-39.440659734671925
crate-crate,4.0.3,exhaustive,3560,-27.64431695948368
crate-crate,4.0.4,exhaustive,3292,-18.03513804230907
alibaba-jetcache,2.5.12,exhaustive,176,37.142857142857146
alibaba-jetcache,2.5.13,hillclimbing,145,48.21428571428571
alibaba-jetcache,2.5.14,ga,160,42.85714285714286
alibaba-jetcache,2.5.2,hillclimbing,155,44.64285714285714
alibaba-jetcache,2.5.3,exhaustive,163,41.785714285714285
alibaba-jetcache,2.5.4,hillclimbing,154,44.99999999999999
alibaba-jetcache,2.5.5,hillclimbing,156,44.285714285714285
alibaba-jetcache,2.5.6,hillclimbing,158,43.57142857142857
alibaba-jetcache,2.5.7,exhaustive,161,42.50000000000001
alibaba-jetcache,2.5.8,ga,156,44.285714285714285
