release_tag,version_name
aa2a385,1.22
7d4dd43,1.21
adf4a1b,1.20
3c2c410,1.19.1
199112b,1.19
38ff2a9,1.18
b054df2,1.17
b99f344,1.16
d831efb,1.15
386b68b,1.13
3701de8,1.10
c57e805,1.8
f9003a1,1.7
5ee6149,1.6
a79ed8f,1.5
540d416,1.4
f0027f5,1.3
de47325,1.2
0f8a129,1.1
6d7139b,1.0
2138e99,0.10
