file,class,method,variable,usage
C:\Users\tanji\Desktop\FIT4003\raw_sourcecode\apache-isis\apache-isis-2.0.0\core\applib\src\main\java\org\apache\isis\applib\AbstractSubscriber.java,org.apache.isis.applib.AbstractSubscriber,postConstruct/0,eventBusService,1
C:\Users\tanji\Desktop\FIT4003\raw_sourcecode\apache-isis\apache-isis-2.0.0\core\applib\src\main\java\org\apache\isis\applib\AbstractSubscriber.java,org.apache.isis.applib.AbstractSubscriber,preDestroy/0,eventBusService,1
C:\Users\tanji\Desktop\FIT4003\raw_sourcecode\apache-isis\apache-isis-2.0.0\core\applib\src\main\java\org\apache\isis\applib\adapters\AbstractValueSemanticsProvider.java,org.apache.isis.applib.adapters.AbstractValueSemanticsProvider,isEqualByContent/0,equalByContent,1
C:\Users\tanji\Desktop\FIT4003\raw_sourcecode\apache-isis\apache-isis-2.0.0\core\applib\src\main\java\org\apache\isis\applib\adapters\AbstractValueSemanticsProvider.java,org.apache.isis.applib.adapters.AbstractValueSemanticsProvider,isImmutable/0,immutable,1
C:\Users\tanji\Desktop\FIT4003\raw_sourcecode\apache-isis\apache-isis-2.0.0\core\applib\src\main\java\org\apache\isis\applib\adapters\AbstractValueSemanticsProvider.java,org.apache.isis.applib.adapters.AbstractValueSemanticsProvider,"AbstractValueSemanticsProvider/2[boolean,boolean]",immutable,3
C:\Users\tanji\Desktop\FIT4003\raw_sourcecode\apache-isis\apache-isis-2.0.0\core\applib\src\main\java\org\apache\isis\applib\adapters\AbstractValueSemanticsProvider.java,org.apache.isis.applib.adapters.AbstractValueSemanticsProvider,"AbstractValueSemanticsProvider/2[boolean,boolean]",equalByContent,3
C:\Users\tanji\Desktop\FIT4003\raw_sourcecode\apache-isis\apache-isis-2.0.0\core\applib\src\main\java\org\apache\isis\applib\AppManifest.java,org.apache.isis.applib.AppManifest,noop/0,NOOP,1
C:\Users\tanji\Desktop\FIT4003\raw_sourcecode\apache-isis\apache-isis-2.0.0\core\applib\src\main\java\org\apache\isis\applib\AppManifestAbstract.java,org.apache.isis.applib.AppManifestAbstract,obtainAuthMechanismFrom/1[org.apache.isis.applib.ModuleOrBuilderAbstract<?>],authMechanism,2
C:\Users\tanji\Desktop\FIT4003\raw_sourcecode\apache-isis\apache-isis-2.0.0\core\applib\src\main\java\org\apache\isis\applib\AppManifestAbstract.java,org.apache.isis.applib.AppManifestAbstract,obtainAuthMechanismFrom/1[org.apache.isis.applib.ModuleOrBuilderAbstract<?>],AppManifestAbstract2,0
C:\Users\tanji\Desktop\FIT4003\raw_sourcecode\apache-isis\apache-isis-2.0.0\core\applib\src\main\java\org\apache\isis\applib\AppManifestAbstract.java,org.apache.isis.applib.AppManifestAbstract,obtainAuthMechanismFrom/1[org.apache.isis.applib.ModuleOrBuilderAbstract<?>],Builder,0
