Instance,cbo_sum,wmc_sum,dit_sum,rfc_sum,lcom_sum,totalMethods_sum,staticMethods_sum,publicMethods_sum,privateMethods_sum,protectedMethods_sum,defaultMethods_sum,abstractMethods_sum,finalMethods_sum,synchronizedMethods_sum,totalFields_sum,staticFields_sum,publicFields_sum,privateFields_sum,protectedFields_sum,defaultFields_sum,finalFields_sum,synchronizedFields_sum,nosi_sum,loc_sum,returnQty_sum,loopQty_sum,comparisonsQty_sum,tryCatchQty_sum,parenthesizedExpsQty_sum,stringLiteralsQty_sum,numbersQty_sum,assignmentsQty_sum,mathOperationsQty_sum,variablesQty_sum,maxNestedBlocks_sum,anonymousClassesQty_sum,subClassesQty_sum,lambdasQty_sum,uniqueWordsQty_sum,modifiers_sum,cbo_max,wmc_max,dit_max,rfc_max,lcom_max,totalMethods_max,staticMethods_max,publicMethods_max,privateMethods_max,protectedMethods_max,defaultMethods_max,abstractMethods_max,finalMethods_max,synchronizedMethods_max,totalFields_max,staticFields_max,publicFields_max,privateFields_max,protectedFields_max,defaultFields_max,finalFields_max,synchronizedFields_max,nosi_max,loc_max,returnQty_max,loopQty_max,comparisonsQty_max,tryCatchQty_max,parenthesizedExpsQty_max,stringLiteralsQty_max,numbersQty_max,assignmentsQty_max,mathOperationsQty_max,variablesQty_max,maxNestedBlocks_max,anonymousClassesQty_max,subClassesQty_max,lambdasQty_max,uniqueWordsQty_max,modifiers_max,cbo_std,wmc_std,dit_std,rfc_std,lcom_std,totalMethods_std,staticMethods_std,publicMethods_std,privateMethods_std,protectedMethods_std,defaultMethods_std,abstractMethods_std,finalMethods_std,synchronizedMethods_std,totalFields_std,staticFields_std,publicFields_std,privateFields_std,protectedFields_std,defaultFields_std,finalFields_std,synchronizedFields_std,nosi_std,loc_std,returnQty_std,loopQty_std,comparisonsQty_std,tryCatchQty_std,parenthesizedExpsQty_std,stringLiteralsQty_std,numbersQty_std,assignmentsQty_std,mathOperationsQty_std,variablesQty_std,maxNestedBlocks_std,anonymousClassesQty_std,subClassesQty_std,lambdasQty_std,uniqueWordsQty_std,modifiers_std,cbo_mean,wmc_mean,dit_mean,rfc_mean,lcom_mean,totalMethods_mean,staticMethods_mean,publicMethods_mean,privateMethods_mean,protectedMethods_mean,defaultMethods_mean,abstractMethods_mean,finalMethods_mean,synchronizedMethods_mean,totalFields_mean,staticFields_mean,publicFields_mean,privateFields_mean,protectedFields_mean,defaultFields_mean,finalFields_mean,synchronizedFields_mean,nosi_mean,loc_mean,returnQty_mean,loopQty_mean,comparisonsQty_mean,tryCatchQty_mean,parenthesizedExpsQty_mean,stringLiteralsQty_mean,numbersQty_mean,assignmentsQty_mean,mathOperationsQty_mean,variablesQty_mean,maxNestedBlocks_mean,anonymousClassesQty_mean,subClassesQty_mean,lambdasQty_mean,uniqueWordsQty_mean,modifiers_mean,Label
apache-cassandra_3.8,22637,41303,4368,44984,210677,20160,3908,15428,2847,773,39,342,118,146,7282,3017,2120,4067,486,0,5384,0,32656,366007,13723,4644,3978,2034,2907,38043,44506,36982,8335,29599,2002,938,2059,719,171612,194973,187,977,228,733,25195,267,253,250,61,58,10,17,8,12,174,68,170,71,17,0,70,0,978,45543,434,119,77,58,219,1893,5221,615,381,337,6,45,593,50,1099,1025,22637,41303,4368,44984,210677,20160,3908,15428,2847,773,39,342,118,146,7282,3017,2120,4067,486,0,5384,0,32656,366007,13723,4644,3978,2034,2907,38043,44506,36982,8335,29599,2002,938,2059,719,171612,194973,187,977,228,733,25195,267,253,250,61,58,10,17,8,12,174,68,170,71,17,0,70,0,978,45543,434,119,77,58,219,1893,5221,615,381,337,6,45,593,50,1099,1025,euclidean
airbnb-lottie-android_2.6.1,1621,2246,230,2025,3786,1146,118,833,161,10,0,3,5,6,560,54,41,476,3,0,404,0,549,12200,703,178,241,18,162,861,1272,1922,601,1442,151,50,7,0,7305,7344,50,130,3,115,1550,83,21,74,15,4,0,1,3,6,24,9,9,21,1,0,21,0,52,624,61,13,30,6,21,243,149,102,56,73,4,13,2,0,531,1025,1621,2246,230,2025,3786,1146,118,833,161,10,0,3,5,6,560,54,41,476,3,0,404,0,549,12200,703,178,241,18,162,861,1272,1922,601,1442,151,50,7,0,7305,7344,50,130,3,115,1550,83,21,74,15,4,0,1,3,6,24,9,9,21,1,0,21,0,52,624,61,13,30,6,21,243,149,102,56,73,4,13,2,0,531,1025,l2
airbnb-lottie-android_2.7.0,1619,2248,231,2018,3781,1142,118,827,162,10,0,3,5,6,559,54,40,477,3,0,403,0,545,12169,704,179,242,18,163,864,1265,1922,601,1445,156,49,7,0,7290,7345,50,130,3,112,1550,83,21,74,15,4,0,1,3,6,24,9,9,21,1,0,21,0,52,624,61,13,30,6,21,243,149,102,56,73,4,13,2,0,515,1025,1619,2248,231,2018,3781,1142,118,827,162,10,0,3,5,6,559,54,40,477,3,0,403,0,545,12169,704,179,242,18,163,864,1265,1922,601,1445,156,49,7,0,7290,7345,50,130,3,112,1550,83,21,74,15,4,0,1,3,6,24,9,9,21,1,0,21,0,52,624,61,13,30,6,21,243,149,102,56,73,4,13,2,0,515,1025,cosine
airbnb-lottie-android_3.0.0,1616,2459,240,2090,4056,1204,128,887,161,13,0,3,5,6,612,56,41,525,4,0,424,0,560,12662,772,183,322,17,180,653,1260,2112,615,1560,158,49,7,0,7578,7348,53,138,3,116,1539,82,23,76,16,5,0,1,3,6,29,9,11,22,1,0,22,0,52,720,65,13,36,6,21,81,149,105,56,78,4,16,2,0,525,1025,1616,2459,240,2090,4056,1204,128,887,161,13,0,3,5,6,612,56,41,525,4,0,424,0,560,12662,772,183,322,17,180,653,1260,2112,615,1560,158,49,7,0,7578,7348,53,138,3,116,1539,82,23,76,16,5,0,1,3,6,29,9,11,22,1,0,22,0,52,720,65,13,36,6,21,81,149,105,56,78,4,16,2,0,525,1025,manhattan
airbnb-lottie-android_3.0.1,1618,2471,240,2103,4147,1207,129,889,161,13,0,3,5,6,613,56,41,526,4,0,424,0,561,12705,774,183,324,17,181,653,1265,2119,615,1561,158,49,7,0,7599,7348,53,143,3,123,1619,83,23,76,16,5,0,1,3,6,29,9,11,22,1,0,22,0,52,729,65,13,37,6,21,81,149,105,56,78,4,16,2,0,539,1025,1618,2471,240,2103,4147,1207,129,889,161,13,0,3,5,6,613,56,41,526,4,0,424,0,561,12705,774,183,324,17,181,653,1265,2119,615,1561,158,49,7,0,7599,7348,53,143,3,123,1619,83,23,76,16,5,0,1,3,6,29,9,11,22,1,0,22,0,52,729,65,13,37,6,21,81,149,105,56,78,4,16,2,0,539,1025,cosine
airbnb-lottie-android_3.0.2,1630,2485,243,2111,4169,1218,132,896,161,13,0,3,5,6,614,57,41,527,4,0,424,0,572,12759,775,183,324,19,181,654,1265,2124,615,1564,160,49,7,0,7648,7351,53,143,3,123,1631,83,23,76,16,5,0,1,3,6,29,8,11,22,1,0,22,0,52,729,65,13,37,6,21,81,149,105,56,78,4,16,2,0,539,1025,1630,2485,243,2111,4169,1218,132,896,161,13,0,3,5,6,614,57,41,527,4,0,424,0,572,12759,775,183,324,19,181,654,1265,2124,615,1564,160,49,7,0,7648,7351,53,143,3,123,1631,83,23,76,16,5,0,1,3,6,29,8,11,22,1,0,22,0,52,729,65,13,37,6,21,81,149,105,56,78,4,16,2,0,539,1025,l2
airbnb-lottie-android_3.0.3,1631,2494,243,2123,4177,1221,133,897,163,13,0,3,5,6,614,57,41,527,4,0,424,0,571,12788,779,183,328,20,183,655,1271,2133,617,1570,158,49,7,0,7674,7351,53,143,3,123,1631,83,23,76,16,5,0,1,3,6,29,8,11,22,1,0,22,0,52,730,65,13,37,6,21,81,149,105,56,78,4,16,2,0,539,1025,1631,2494,243,2123,4177,1221,133,897,163,13,0,3,5,6,614,57,41,527,4,0,424,0,571,12788,779,183,328,20,183,655,1271,2133,617,1570,158,49,7,0,7674,7351,53,143,3,123,1631,83,23,76,16,5,0,1,3,6,29,8,11,22,1,0,22,0,52,730,65,13,37,6,21,81,149,105,56,78,4,16,2,0,539,1025,l2
airbnb-lottie-android_3.0.4,1702,2926,262,2295,4582,1302,140,938,188,13,0,17,8,6,715,138,41,603,4,0,490,0,647,14857,880,203,465,24,222,766,1673,2586,721,1835,169,52,14,0,8957,8457,53,276,6,129,1631,83,23,76,16,5,0,14,3,6,39,33,11,39,1,0,35,0,52,855,78,13,108,6,28,81,149,219,69,104,4,16,6,0,542,1025,1702,2926,262,2295,4582,1302,140,938,188,13,0,17,8,6,715,138,41,603,4,0,490,0,647,14857,880,203,465,24,222,766,1673,2586,721,1835,169,52,14,0,8957,8457,53,276,6,129,1631,83,23,76,16,5,0,14,3,6,39,33,11,39,1,0,35,0,52,855,78,13,108,6,28,81,149,219,69,104,4,16,6,0,542,1025,l1
airbnb-lottie-android_3.0.5,1702,2927,262,2298,4582,1302,140,938,188,13,0,17,8,6,715,138,41,603,4,0,490,0,647,14860,880,203,465,24,222,766,1679,2586,721,1835,169,52,14,0,8957,8457,53,276,6,129,1631,83,23,76,16,5,0,14,3,6,39,33,11,39,1,0,35,0,52,855,78,13,108,6,28,81,149,219,69,104,4,16,6,0,542,1025,1702,2927,262,2298,4582,1302,140,938,188,13,0,17,8,6,715,138,41,603,4,0,490,0,647,14860,880,203,465,24,222,766,1679,2586,721,1835,169,52,14,0,8957,8457,53,276,6,129,1631,83,23,76,16,5,0,14,3,6,39,33,11,39,1,0,35,0,52,855,78,13,108,6,28,81,149,219,69,104,4,16,6,0,542,1025,l2
airbnb-lottie-android_3.0.6,1702,2928,262,2298,4582,1302,140,938,188,13,0,17,8,6,715,138,41,603,4,0,490,0,647,14866,880,203,465,24,222,766,1679,2588,721,1836,169,52,14,0,8957,8457,53,276,6,129,1631,83,23,76,16,5,0,14,3,6,39,33,11,39,1,0,35,0,52,855,78,13,108,6,28,81,149,219,69,104,4,16,6,0,542,1025,1702,2928,262,2298,4582,1302,140,938,188,13,0,17,8,6,715,138,41,603,4,0,490,0,647,14866,880,203,465,24,222,766,1679,2588,721,1836,169,52,14,0,8957,8457,53,276,6,129,1631,83,23,76,16,5,0,14,3,6,39,33,11,39,1,0,35,0,52,855,78,13,108,6,28,81,149,219,69,104,4,16,6,0,542,1025,euclidean
apache-isis_1.15.1,24432,24366,7708,24616,98396,16480,1847,11194,2214,1643,0,168,120,32,5131,1630,618,3978,168,0,2997,0,6188,166213,10099,908,2003,516,455,9333,3891,16970,1549,16157,1149,1001,1136,0,128817,356225,191,333,61,280,15904,181,36,131,51,35,0,26,6,7,38,38,38,28,17,0,38,0,153,1338,233,19,30,11,13,195,156,205,71,186,5,24,65,0,648,1025,24432,24366,7708,24616,98396,16480,1847,11194,2214,1643,0,168,120,32,5131,1630,618,3978,168,0,2997,0,6188,166213,10099,908,2003,516,455,9333,3891,16970,1549,16157,1149,1001,1136,0,128817,356225,191,333,61,280,15904,181,36,131,51,35,0,26,6,7,38,38,38,28,17,0,38,0,153,1338,233,19,30,11,13,195,156,205,71,186,5,24,65,0,648,1025,cosine
apache-isis_1.16.0,25036,25010,7906,25321,100832,16905,1884,11446,2277,1688,0,169,117,34,5278,1659,639,4043,187,0,3061,0,6374,170634,10366,938,2053,527,460,9567,3911,17411,1571,16583,1159,1039,1161,0,132083,370623,191,333,61,297,15904,181,36,131,54,35,0,26,6,7,38,38,38,28,17,0,38,0,153,1441,233,19,31,15,13,195,156,228,71,207,5,24,65,0,662,1025,25036,25010,7906,25321,100832,16905,1884,11446,2277,1688,0,169,117,34,5278,1659,639,4043,187,0,3061,0,6374,170634,10366,938,2053,527,460,9567,3911,17411,1571,16583,1159,1039,1161,0,132083,370623,191,333,61,297,15904,181,36,131,54,35,0,26,6,7,38,38,38,28,17,0,38,0,153,1441,233,19,31,15,13,195,156,228,71,207,5,24,65,0,662,1025,euclidean
apache-isis_1.16.1,25463,25222,8066,25686,101861,17073,1902,11562,2296,1704,0,171,122,34,5338,1676,645,4070,188,0,3089,0,6453,172997,10465,945,2080,529,468,9589,3927,17613,1405,16782,1166,1054,1185,0,134119,376755,193,333,61,299,15904,181,36,131,54,35,0,26,6,7,38,38,38,28,17,0,38,0,153,1423,233,18,31,15,13,195,156,228,71,207,5,24,65,0,662,1025,25463,25222,8066,25686,101861,17073,1902,11562,2296,1704,0,171,122,34,5338,1676,645,4070,188,0,3089,0,6453,172997,10465,945,2080,529,468,9589,3927,17613,1405,16782,1166,1054,1185,0,134119,376755,193,333,61,299,15904,181,36,131,54,35,0,26,6,7,38,38,38,28,17,0,38,0,153,1423,233,18,31,15,13,195,156,228,71,207,5,24,65,0,662,1025,cosine
apache-isis_1.16.2,25577,25293,8140,25810,102213,17119,1914,11589,2310,1708,0,171,122,34,5356,1679,646,4080,188,0,3091,0,6480,173585,10507,952,2086,528,468,9626,3939,17683,1411,16849,1165,1056,1199,0,134444,377773,193,333,61,299,15904,181,36,131,54,35,0,26,6,7,38,38,38,28,17,0,38,0,153,1423,233,18,31,15,13,196,156,228,71,207,5,24,65,0,662,1025,25577,25293,8140,25810,102213,17119,1914,11589,2310,1708,0,171,122,34,5356,1679,646,4080,188,0,3091,0,6480,173585,10507,952,2086,528,468,9626,3939,17683,1411,16849,1165,1056,1199,0,134444,377773,193,333,61,299,15904,181,36,131,54,35,0,26,6,7,38,38,38,28,17,0,38,0,153,1423,233,18,31,15,13,196,156,228,71,207,5,24,65,0,662,1025,cosine
apache-isis_1.17.0,25810,25832,8076,26460,104615,17452,1934,11816,2406,1700,0,173,122,36,5372,1690,649,4104,189,0,3112,0,6646,176606,10645,976,2123,550,472,9842,3970,17952,1420,17081,1177,1084,1190,0,135453,376753,182,333,61,299,15904,181,36,131,54,35,0,26,6,7,38,38,38,29,17,0,38,0,153,1423,233,20,31,15,13,196,156,228,71,207,5,24,65,0,662,1025,25810,25832,8076,26460,104615,17452,1934,11816,2406,1700,0,173,122,36,5372,1690,649,4104,189,0,3112,0,6646,176606,10645,976,2123,550,472,9842,3970,17952,1420,17081,1177,1084,1190,0,135453,376753,182,333,61,299,15904,181,36,131,54,35,0,26,6,7,38,38,38,29,17,0,38,0,153,1423,233,20,31,15,13,196,156,228,71,207,5,24,65,0,662,1025,cosine
apache-isis_1.6.0,35581,37800,9179,41333,166734,26279,1981,19471,2900,2197,0,318,164,60,8339,2338,1219,6347,424,0,4181,0,8817,235868,13629,1582,2692,839,1003,18852,9624,27856,5261,25181,1734,1181,798,0,176247,437027,199,333,48,179,15904,181,42,131,48,32,0,21,6,7,69,63,47,32,14,0,63,0,118,1239,233,22,28,27,17,173,194,160,97,156,7,24,36,0,397,1025,35581,37800,9179,41333,166734,26279,1981,19471,2900,2197,0,318,164,60,8339,2338,1219,6347,424,0,4181,0,8817,235868,13629,1582,2692,839,1003,18852,9624,27856,5261,25181,1734,1181,798,0,176247,437027,199,333,48,179,15904,181,42,131,48,32,0,21,6,7,69,63,47,32,14,0,63,0,118,1239,233,22,28,27,17,173,194,160,97,156,7,24,36,0,397,1025,cosine
apache-isis_1.7.0,35289,37462,9121,40799,165381,25954,1968,19208,2872,2179,0,316,163,60,8202,2299,1193,6238,419,0,4129,0,8709,233861,13535,1574,2683,839,996,18685,9493,27642,5209,24987,1757,1165,805,0,175087,432863,205,333,48,179,15904,181,42,131,48,32,0,21,6,7,69,63,47,32,14,0,63,0,118,1239,233,22,28,27,17,173,194,160,97,156,7,24,36,0,419,1025,35289,37462,9121,40799,165381,25954,1968,19208,2872,2179,0,316,163,60,8202,2299,1193,6238,419,0,4129,0,8709,233861,13535,1574,2683,839,996,18685,9493,27642,5209,24987,1757,1165,805,0,175087,432863,205,333,48,179,15904,181,42,131,48,32,0,21,6,7,69,63,47,32,14,0,63,0,118,1239,233,22,28,27,17,173,194,160,97,156,7,24,36,0,419,1025,cosine
apache-isis_1.8.0,37785,39011,10249,42535,163402,26734,2153,19616,3032,2311,0,305,163,60,8683,2406,1265,6595,427,0,4427,0,9132,250089,14200,1604,2970,838,1019,19108,9570,29217,5242,26443,1910,1270,1084,0,184646,451571,193,333,61,179,15904,181,42,131,48,32,0,21,6,7,69,63,47,32,14,0,63,0,118,1239,233,22,28,27,17,173,194,141,97,140,7,24,65,0,421,1025,37785,39011,10249,42535,163402,26734,2153,19616,3032,2311,0,305,163,60,8683,2406,1265,6595,427,0,4427,0,9132,250089,14200,1604,2970,838,1019,19108,9570,29217,5242,26443,1910,1270,1084,0,184646,451571,193,333,61,179,15904,181,42,131,48,32,0,21,6,7,69,63,47,32,14,0,63,0,118,1239,233,22,28,27,17,173,194,141,97,140,7,24,65,0,421,1025,cosine
apache-isis_1.9.0,38237,39804,10328,43279,167861,27138,2278,19832,3128,2331,0,301,163,61,8808,2450,1282,6676,444,0,4500,0,9515,255870,14584,1631,3104,872,1032,19223,9639,29685,5228,26883,1939,1307,1100,0,188247,454864,195,333,61,179,15904,181,42,131,48,35,0,21,6,7,69,63,47,32,14,0,63,0,152,1239,233,22,57,27,17,173,194,141,97,140,7,24,65,0,422,1025,38237,39804,10328,43279,167861,27138,2278,19832,3128,2331,0,301,163,61,8808,2450,1282,6676,444,0,4500,0,9515,255870,14584,1631,3104,872,1032,19223,9639,29685,5228,26883,1939,1307,1100,0,188247,454864,195,333,61,179,15904,181,42,131,48,35,0,21,6,7,69,63,47,32,14,0,63,0,152,1239,233,22,57,27,17,173,194,141,97,140,7,24,65,0,422,1025,cosine
apache-jmeter_2.8,6979,17803,2836,20838,69650,9377,739,7091,1403,442,0,35,89,153,5289,2888,607,4404,194,0,3389,0,5638,103089,4763,1051,1241,859,1063,14282,7351,18203,2858,14183,1408,142,109,0,77680,64302,84,258,14,213,6476,116,67,102,30,32,0,7,25,13,70,70,65,67,19,0,70,0,128,1168,75,24,38,21,38,520,277,320,67,230,7,9,5,0,628,1025,6979,17803,2836,20838,69650,9377,739,7091,1403,442,0,35,89,153,5289,2888,607,4404,194,0,3389,0,5638,103089,4763,1051,1241,859,1063,14282,7351,18203,2858,14183,1408,142,109,0,77680,64302,84,258,14,213,6476,116,67,102,30,32,0,7,25,13,70,70,65,67,19,0,70,0,128,1168,75,24,38,21,38,520,277,320,67,230,7,9,5,0,628,1025,euclidean
apache-jmeter_2.9,7116,18096,2897,21233,70842,9497,746,7172,1435,445,0,35,91,156,5367,2946,623,4466,194,0,3450,0,5733,106456,4832,1064,1260,875,1070,14483,7445,18505,2902,14409,1436,147,110,0,79065,65375,84,258,14,211,6592,117,67,102,30,32,0,7,25,13,71,70,65,68,19,0,70,0,128,1172,74,24,38,20,38,520,277,320,68,230,7,9,5,0,626,1025,7116,18096,2897,21233,70842,9497,746,7172,1435,445,0,35,91,156,5367,2946,623,4466,194,0,3450,0,5733,106456,4832,1064,1260,875,1070,14483,7445,18505,2902,14409,1436,147,110,0,79065,65375,84,258,14,211,6592,117,67,102,30,32,0,7,25,13,71,70,65,68,19,0,70,0,128,1172,74,24,38,20,38,520,277,320,68,230,7,9,5,0,626,1025,euclidean
apache-jmeter_3.0,8081,19820,3141,23359,77126,10492,831,7827,1602,569,0,53,183,113,6079,3340,758,4981,218,0,3936,0,6310,120546,5384,1198,1343,989,1121,15958,7827,20126,3387,15774,1565,196,171,0,92939,78813,98,280,16,228,7344,125,72,107,30,35,0,7,17,13,89,76,76,67,25,0,80,0,139,1246,84,24,38,20,39,355,277,320,72,225,8,9,6,0,665,1025,8081,19820,3141,23359,77126,10492,831,7827,1602,569,0,53,183,113,6079,3340,758,4981,218,0,3936,0,6310,120546,5384,1198,1343,989,1121,15958,7827,20126,3387,15774,1565,196,171,0,92939,78813,98,280,16,228,7344,125,72,107,30,35,0,7,17,13,89,76,76,67,25,0,80,0,139,1246,84,24,38,20,39,355,277,320,72,225,8,9,6,0,665,1025,cosine
apache-jmeter_3.1,8186,20031,3197,23628,79420,10592,843,7883,1625,592,0,55,186,111,6131,3392,765,5027,213,0,3984,0,6434,121847,5478,1205,1357,1002,1131,16180,7841,20307,3450,15934,1585,201,173,0,94067,80877,102,286,16,236,7431,126,75,113,31,37,0,7,17,13,89,76,76,67,25,0,80,0,139,1276,91,24,38,21,38,355,277,321,73,225,8,9,6,0,664,1025,8186,20031,3197,23628,79420,10592,843,7883,1625,592,0,55,186,111,6131,3392,765,5027,213,0,3984,0,6434,121847,5478,1205,1357,1002,1131,16180,7841,20307,3450,15934,1585,201,173,0,94067,80877,102,286,16,236,7431,126,75,113,31,37,0,7,17,13,89,76,76,67,25,0,80,0,139,1276,91,24,38,21,38,355,277,321,73,225,8,9,6,0,664,1025,cosine
apache-jmeter_3.2,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322202,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130,187,977,228,684,21529,242,227,239,55,49,4,15,8,12,158,68,156,71,15,0,70,0,817,45543,434,114,77,58,219,1686,2127,547,354,319,7,45,593,35,1053,1025,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322202,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130,187,977,228,684,21529,242,227,239,55,49,4,15,8,12,158,68,156,71,15,0,70,0,817,45543,434,114,77,58,219,1686,2127,547,354,319,7,45,593,35,1053,1025,cosine
apache-jmeter_3.2,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322202,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130,187,977,228,684,21529,242,227,239,55,49,4,15,8,12,158,68,156,71,15,0,70,0,817,45543,434,114,77,58,219,1686,2127,547,354,319,7,45,593,35,1053,1025,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322202,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130,105,299,16,242,7525,126,66,113,31,37,1,19,17,13,118,83,81,107,25,0,83,0,150,1336,92,21,38,21,36,355,277,319,72,225,8,8,6,9,679,1025,cosine
apache-jmeter_3.2,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322202,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130,187,977,228,684,21529,242,227,239,55,49,4,15,8,12,158,68,156,71,15,0,70,0,817,45543,434,114,77,58,219,1686,2127,547,354,319,7,45,593,35,1053,1025,8168,20191,3192,24427,80958,10852,866,8130,1672,607,3,76,215,96,6288,3421,732,5222,209,0,4016,0,6471,124160,5575,1194,1389,1030,959,16666,7903,20360,2705,16179,1588,110,175,128,95317,82991,187,977,228,684,21529,242,227,239,55,49,4,15,8,12,158,68,156,71,15,0,70,0,817,45543,434,114,77,58,219,1686,2127,547,354,319,7,45,593,35,1053,1025,cosine
apache-jmeter_3.2,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322202,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130,187,977,228,684,21529,242,227,239,55,49,4,15,8,12,158,68,156,71,15,0,70,0,817,45543,434,114,77,58,219,1686,2127,547,354,319,7,45,593,35,1053,1025,8168,20191,3192,24427,80958,10852,866,8130,1672,607,3,76,215,96,6288,3421,732,5222,209,0,4016,0,6471,124160,5575,1194,1389,1030,959,16666,7903,20360,2705,16179,1588,110,175,128,95317,82991,105,299,16,242,7525,126,66,113,31,37,1,19,17,13,118,83,81,107,25,0,83,0,150,1336,92,21,38,21,36,355,277,319,72,225,8,8,6,9,679,1025,cosine
apache-jmeter_3.2,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322202,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130,105,299,16,242,7525,126,66,113,31,37,1,19,17,13,118,83,81,107,25,0,83,0,150,1336,92,21,38,21,36,355,277,319,72,225,8,8,6,9,679,1025,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322202,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130,187,977,228,684,21529,242,227,239,55,49,4,15,8,12,158,68,156,71,15,0,70,0,817,45543,434,114,77,58,219,1686,2127,547,354,319,7,45,593,35,1053,1025,cosine
apache-jmeter_3.2,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322202,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130,105,299,16,242,7525,126,66,113,31,37,1,19,17,13,118,83,81,107,25,0,83,0,150,1336,92,21,38,21,36,355,277,319,72,225,8,8,6,9,679,1025,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322202,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130,105,299,16,242,7525,126,66,113,31,37,1,19,17,13,118,83,81,107,25,0,83,0,150,1336,92,21,38,21,36,355,277,319,72,225,8,8,6,9,679,1025,cosine
apache-jmeter_3.2,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322202,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130,105,299,16,242,7525,126,66,113,31,37,1,19,17,13,118,83,81,107,25,0,83,0,150,1336,92,21,38,21,36,355,277,319,72,225,8,8,6,9,679,1025,8168,20191,3192,24427,80958,10852,866,8130,1672,607,3,76,215,96,6288,3421,732,5222,209,0,4016,0,6471,124160,5575,1194,1389,1030,959,16666,7903,20360,2705,16179,1588,110,175,128,95317,82991,187,977,228,684,21529,242,227,239,55,49,4,15,8,12,158,68,156,71,15,0,70,0,817,45543,434,114,77,58,219,1686,2127,547,354,319,7,45,593,35,1053,1025,cosine
apache-jmeter_3.2,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322202,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130,105,299,16,242,7525,126,66,113,31,37,1,19,17,13,118,83,81,107,25,0,83,0,150,1336,92,21,38,21,36,355,277,319,72,225,8,8,6,9,679,1025,8168,20191,3192,24427,80958,10852,866,8130,1672,607,3,76,215,96,6288,3421,732,5222,209,0,4016,0,6471,124160,5575,1194,1389,1030,959,16666,7903,20360,2705,16179,1588,110,175,128,95317,82991,105,299,16,242,7525,126,66,113,31,37,1,19,17,13,118,83,81,107,25,0,83,0,150,1336,92,21,38,21,36,355,277,319,72,225,8,8,6,9,679,1025,cosine
apache-jmeter_3.2,8168,20191,3192,24427,80958,10852,866,8130,1672,607,3,76,215,96,6288,3421,732,5222,209,0,4016,0,6471,124160,5575,1194,1389,1030,959,16666,7903,20360,2705,16179,1588,110,175,128,95317,82991,187,977,228,684,21529,242,227,239,55,49,4,15,8,12,158,68,156,71,15,0,70,0,817,45543,434,114,77,58,219,1686,2127,547,354,319,7,45,593,35,1053,1025,19845,36640,3896,39482,179293,17786,3506,13747,2422,666,21,297,95,140,6412,2720,1925,3598,381,0,4809,0,27665,322202,12319,4064,3513,1746,2577,31769,35383,31876,7267,25686,1740,786,1854,430,149587,174130,187,977,228,684,21529,242,227,239,55,49,4,15,8,12,158,68,156,71,15,0,70,0,817,45543,434,114,77,58,219,1686,2127,547,354,319,7,45,593,35,1053,1025,cosine
