name,version,n_clusters,affinity,linkage,n_MoJo
apache_spark,2.2.3,150,euclidean,complete, 485
apache_spark,2.2.3,150,euclidean,average, 571
apache_spark,2.2.3,150,euclidean,average, 592
apache_spark,2.2.3,150,euclidean,single, 589
apache_spark,2.2.3,150,euclidean,single, 541
apache_spark,2.2.3,150,l1,complete, 580
apache_spark,2.2.3,150,l1,complete, 438
apache_spark,2.2.3,150,l1,average, 597
apache_spark,2.2.3,150,l1,average, 376
apache_spark,2.2.3,150,l1,single, 588
apache_spark,2.2.3,150,l1,single, 350
apache_spark,2.2.3,150,l2,complete, 573
apache_spark,2.2.3,150,l2,complete, 477
apache_spark,2.2.3,150,l2,average, 575
apache_spark,2.2.3,150,l2,average, 595
apache_spark,2.2.3,150,l2,single, 584
apache_spark,2.2.3,150,l2,single, 536
apache_spark,2.2.3,150,manhattan,complete, 575
apache_spark,2.2.3,150,manhattan,complete, 435
apache_spark,2.2.3,150,manhattan,average, 594
apache_spark,2.2.3,150,manhattan,average, 374
apache_spark,2.2.3,150,manhattan,single, 590
apache_spark,2.2.3,150,manhattan,single, 352
apache_spark,2.2.3,150,cosine,complete, 578
apache_spark,2.2.3,150,cosine,complete, 592
apache_spark,2.2.3,150,cosine,average, 590
apache_spark,2.2.3,150,cosine,average, 596
apache_spark,2.2.3,150,cosine,single, 594
apache_spark,2.2.3,150,cosine,single, 473
apache_spark,2.2.3,200,euclidean,complete, 555
apache_spark,2.2.3,200,euclidean,complete, 556
apache_spark,2.2.3,200,euclidean,average, 556
apache_spark,2.2.3,200,euclidean,average, 568
apache_spark,2.2.3,200,euclidean,single, 575
apache_spark,2.2.3,200,euclidean,single, 535
apache_spark,2.2.3,200,l1,complete, 551
apache_spark,2.2.3,200,l1,complete, 446
apache_spark,2.2.3,200,l1,average, 566
apache_spark,2.2.3,200,l1,average, 424
apache_spark,2.2.3,200,l1,single, 560
apache_spark,2.2.3,200,l1,single, 400
apache_spark,2.2.3,200,l2,complete, 561
apache_spark,2.2.3,200,l2,complete, 558
apache_spark,2.2.3,200,l2,average, 558
apache_spark,2.2.3,200,l2,average, 567
apache_spark,2.2.3,200,l2,single, 568
apache_spark,2.2.3,200,l2,single, 526
apache_spark,2.2.3,200,manhattan,complete, 549
apache_spark,2.2.3,200,manhattan,complete, 436
apache_spark,2.2.3,200,manhattan,average, 563
apache_spark,2.2.3,200,manhattan,average, 411
apache_spark,2.2.3,200,manhattan,single, 570
apache_spark,2.2.3,200,manhattan,single, 410
apache_spark,2.2.3,200,cosine,complete, 557
apache_spark,2.2.3,200,cosine,complete, 568
apache_spark,2.2.3,200,cosine,average, 558
apache_spark,2.2.3,200,cosine,average, 563
apache_spark,2.2.3,200,cosine,single, 567
apache_spark,2.2.3,200,cosine,single, 524
apache_spark,2.2.3,250,euclidean,complete, 524
apache_spark,2.2.3,250,euclidean,complete, 532
apache_spark,2.2.3,250,euclidean,average, 526
apache_spark,2.2.3,250,euclidean,average, 535
apache_spark,2.2.3,250,euclidean,single, 539
apache_spark,2.2.3,250,euclidean,single, 510
apache_spark,2.2.3,250,l1,complete, 537
apache_spark,2.2.3,250,l1,complete, 514
apache_spark,2.2.3,250,l1,average, 534
apache_spark,2.2.3,250,l1,average, 442
apache_spark,2.2.3,250,l1,single, 539
apache_spark,2.2.3,250,l1,single, 433
apache_spark,2.2.3,250,l2,complete, 527
apache_spark,2.2.3,250,l2,complete, 532
apache_spark,2.2.3,250,l2,average, 527
apache_spark,2.2.3,250,l2,average, 532
apache_spark,2.2.3,250,l2,single, 527
apache_spark,2.2.3,250,l2,single, 503
apache_spark,2.2.3,250,manhattan,complete, 537
apache_spark,2.2.3,250,manhattan,complete, 515
apache_spark,2.2.3,250,manhattan,average, 534
apache_spark,2.2.3,250,manhattan,average, 445
apache_spark,2.2.3,250,manhattan,single, 521
apache_spark,2.2.3,250,manhattan,single, 418
apache_spark,2.2.3,250,cosine,complete, 530
apache_spark,2.2.3,250,cosine,complete, 536
apache_spark,2.2.3,250,cosine,average, 531
apache_spark,2.2.3,250,cosine,average, 538
apache_spark,2.2.3,250,cosine,single, 545
apache_spark,2.2.3,250,cosine,single, 515
apache_spark,2.2.3,300,euclidean,complete, 483
apache_spark,2.2.3,300,euclidean,complete, 490
apache_spark,2.2.3,300,euclidean,average, 486
apache_spark,2.2.3,300,euclidean,average, 487
apache_spark,2.2.3,300,euclidean,single, 509
apache_spark,2.2.3,300,euclidean,single, 484
apache_spark,2.2.3,300,l1,complete, 502
apache_spark,2.2.3,300,l1,complete, 496
apache_spark,2.2.3,300,l1,average, 505
apache_spark,2.2.3,300,l1,average, 458
apache_spark,2.2.3,300,l1,single, 499
apache_spark,2.2.3,300,l1,single, 440
apache_spark,2.2.3,300,l2,complete, 488
apache_spark,2.2.3,300,l2,complete, 494
apache_spark,2.2.3,300,l2,average, 484
apache_spark,2.2.3,300,l2,average, 488
apache_spark,2.2.3,300,l2,single, 510
apache_spark,2.2.3,300,l2,single, 479
apache_spark,2.2.3,300,manhattan,complete, 498
apache_spark,2.2.3,300,manhattan,complete, 490
apache_spark,2.2.3,300,manhattan,average, 508
apache_spark,2.2.3,300,manhattan,average, 458
apache_spark,2.2.3,300,manhattan,single, 495
apache_spark,2.2.3,300,manhattan,single, 434
apache_spark,2.2.3,300,cosine,complete, 484
apache_spark,2.2.3,300,cosine,complete, 488
apache_spark,2.2.3,300,cosine,average, 498
apache_spark,2.2.3,300,cosine,average, 502
apache_spark,2.2.3,300,cosine,single, 513
apache_spark,2.2.3,300,cosine,single, 489
apache_spark,2.3.0,50,euclidean,complete, 659
apache_spark,2.3.0,50,euclidean,complete, 300
apache_spark,2.3.0,50,euclidean,average, 661
apache_spark,2.3.0,50,euclidean,average, 293
apache_spark,2.3.0,50,euclidean,single, 660
apache_spark,2.3.0,50,euclidean,single, 460
apache_spark,2.3.0,50,l1,complete, 654
apache_spark,2.3.0,50,l1,complete, 270
apache_spark,2.3.0,50,l1,average, 657
apache_spark,2.3.0,50,l1,average, 166
apache_spark,2.3.0,50,l1,single, 663
apache_spark,2.3.0,50,l1,single, 154
apache_spark,2.3.0,50,l2,complete, 652
apache_spark,2.3.0,50,l2,complete, 297
apache_spark,2.3.0,50,l2,average, 657
apache_spark,2.3.0,50,l2,average, 292
apache_spark,2.3.0,50,l2,single, 665
apache_spark,2.3.0,50,l2,single, 463
apache_spark,2.3.0,50,manhattan,complete, 659
apache_spark,2.3.0,50,manhattan,complete, 273
apache_spark,2.3.0,50,manhattan,average, 660
apache_spark,2.3.0,50,manhattan,average, 169
apache_spark,2.3.0,50,manhattan,single, 659
apache_spark,2.3.0,50,manhattan,single, 154
apache_spark,2.3.0,50,cosine,complete, 651
apache_spark,2.3.0,50,cosine,complete, 362
apache_spark,2.3.0,50,cosine,average, 662
apache_spark,2.3.0,50,cosine,average, 584
apache_spark,2.3.0,50,cosine,single, 670
apache_spark,2.3.0,50,cosine,single, 319
apache_spark,2.3.0,100,euclidean,complete, 637
apache_spark,2.3.0,100,euclidean,complete, 415
apache_spark,2.3.0,100,euclidean,average, 644
apache_spark,2.3.0,100,euclidean,average, 582
apache_spark,2.3.0,100,euclidean,single, 650
apache_spark,2.3.0,100,euclidean,single, 502
apache_spark,2.3.0,100,l1,complete, 637
apache_spark,2.3.0,100,l1,complete, 388
apache_spark,2.3.0,100,l1,average, 638
apache_spark,2.3.0,100,l1,average, 318
apache_spark,2.3.0,100,l1,single, 652
apache_spark,2.3.0,100,l1,single, 256
apache_spark,2.3.0,100,l2,complete, 636
apache_spark,2.3.0,100,l2,complete, 419
apache_spark,2.3.0,100,l2,average, 645
apache_spark,2.3.0,100,l2,average, 593
apache_spark,2.3.0,100,l2,single, 652
apache_spark,2.3.0,100,l2,single, 501
apache_spark,2.3.0,100,manhattan,complete, 641
apache_spark,2.3.0,100,manhattan,complete, 378
apache_spark,2.3.0,100,manhattan,average, 642
apache_spark,2.3.0,100,manhattan,average, 327
apache_spark,2.3.0,100,manhattan,single, 647
apache_spark,2.3.0,100,manhattan,single, 254
apache_spark,2.3.0,100,cosine,complete, 629
apache_spark,2.3.0,100,cosine,complete, 610
apache_spark,2.3.0,100,cosine,average, 646
apache_spark,2.3.0,100,cosine,average, 610
apache_spark,2.3.0,100,cosine,single, 652
apache_spark,2.3.0,100,cosine,single, 377
apache_spark,2.3.0,150,euclidean,complete, 611
apache_spark,2.3.0,150,euclidean,complete, 498
apache_spark,2.3.0,150,euclidean,average, 623
apache_spark,2.3.0,150,euclidean,average, 627
apache_spark,2.3.0,150,euclidean,single, 626
apache_spark,2.3.0,150,euclidean,single, 521
apache_spark,2.3.0,150,l1,complete, 622
apache_spark,2.3.0,150,l1,complete, 463
apache_spark,2.3.0,150,l1,average, 618
apache_spark,2.3.0,150,l1,average, 373
apache_spark,2.3.0,150,l1,single, 626
apache_spark,2.3.0,150,l1,single, 330
apache_spark,2.3.0,150,l2,complete, 620
apache_spark,2.3.0,150,l2,complete, 492
apache_spark,2.3.0,150,l2,average, 622
apache_spark,2.3.0,150,l2,average, 626
apache_spark,2.3.0,150,l2,single, 628
apache_spark,2.3.0,150,l2,single, 528
apache_spark,2.3.0,150,manhattan,complete, 625
apache_spark,2.3.0,150,manhattan,complete, 479
apache_spark,2.3.0,150,manhattan,average, 625
apache_spark,2.3.0,150,manhattan,average, 388
apache_spark,2.3.0,150,manhattan,single, 625
apache_spark,2.3.0,150,manhattan,single, 328
apache_spark,2.3.0,150,cosine,complete, 620
apache_spark,2.3.0,150,cosine,complete, 628
apache_spark,2.3.0,150,cosine,average, 627
apache_spark,2.3.0,150,cosine,average, 608
apache_spark,2.3.0,150,cosine,single, 630
apache_spark,2.3.0,150,cosine,single, 456
apache_spark,2.3.0,200,euclidean,complete, 590
apache_spark,2.3.0,200,euclidean,complete, 559
apache_spark,2.3.0,200,euclidean,average, 596
apache_spark,2.3.0,200,euclidean,average, 600
apache_spark,2.3.0,200,euclidean,single, 604
apache_spark,2.3.0,200,euclidean,single, 563
apache_spark,2.3.0,200,l1,complete, 600
apache_spark,2.3.0,200,l1,complete, 500
apache_spark,2.3.0,200,l1,average, 602
apache_spark,2.3.0,200,l1,average, 420
apache_spark,2.3.0,200,l1,single, 599
apache_spark,2.3.0,200,l1,single, 396
apache_spark,2.3.0,200,l2,complete, 594
apache_spark,2.3.0,200,l2,complete, 562
apache_spark,2.3.0,200,l2,average, 593
apache_spark,2.3.0,200,l2,average, 599
apache_spark,2.3.0,200,l2,single, 608
apache_spark,2.3.0,200,l2,single, 568
apache_spark,2.3.0,200,manhattan,complete, 600
apache_spark,2.3.0,200,manhattan,complete, 495
apache_spark,2.3.0,200,manhattan,average, 600
apache_spark,2.3.0,200,manhattan,average, 428
apache_spark,2.3.0,200,manhattan,single, 600
apache_spark,2.3.0,200,manhattan,single, 396
apache_spark,2.3.0,200,cosine,complete, 592
apache_spark,2.3.0,200,cosine,complete, 595
apache_spark,2.3.0,200,cosine,average, 616
apache_spark,2.3.0,200,cosine,average, 618
apache_spark,2.3.0,200,cosine,single, 603
apache_spark,2.3.0,200,cosine,single, 480
apache_spark,2.3.0,250,euclidean,complete, 564
apache_spark,2.3.0,250,euclidean,complete, 561
apache_spark,2.3.0,250,euclidean,average, 573
apache_spark,2.3.0,250,euclidean,average, 576
apache_spark,2.3.0,250,euclidean,single, 578
apache_spark,2.3.0,250,euclidean,single, 544
apache_spark,2.3.0,250,l1,complete, 566
apache_spark,2.3.0,250,l1,complete, 508
apache_spark,2.3.0,250,l1,average, 582
apache_spark,2.3.0,250,l1,average, 465
apache_spark,2.3.0,250,l1,single, 589
apache_spark,2.3.0,250,l1,single, 453
apache_spark,2.3.0,250,l2,complete, 565
apache_spark,2.3.0,250,l2,complete, 562
apache_spark,2.3.0,250,l2,average, 568
apache_spark,2.3.0,250,l2,average, 571
apache_spark,2.3.0,250,l2,single, 585
apache_spark,2.3.0,250,l2,single, 551
apache_spark,2.3.0,250,manhattan,complete, 571
apache_spark,2.3.0,250,manhattan,complete, 511
apache_spark,2.3.0,250,manhattan,average, 576
apache_spark,2.3.0,250,manhattan,average, 452
apache_spark,2.3.0,250,manhattan,single, 592
apache_spark,2.3.0,250,manhattan,single, 452
apache_spark,2.3.0,250,cosine,complete, 573
apache_spark,2.3.0,250,cosine,complete, 575
apache_spark,2.3.0,250,cosine,average, 588
apache_spark,2.3.0,250,cosine,average, 588
apache_spark,2.3.0,250,cosine,single, 577
apache_spark,2.3.0,250,cosine,single, 548
apache_spark,2.3.0,300,euclidean,complete, 526
apache_spark,2.3.0,300,euclidean,complete, 528
apache_spark,2.3.0,300,euclidean,average, 539
apache_spark,2.3.0,300,euclidean,average, 540
apache_spark,2.3.0,300,euclidean,single, 560
apache_spark,2.3.0,300,euclidean,single, 535
apache_spark,2.3.0,300,l1,complete, 557
apache_spark,2.3.0,300,l1,complete, 549
apache_spark,2.3.0,300,l1,average, 542
apache_spark,2.3.0,300,l1,average, 459
apache_spark,2.3.0,300,l1,single, 543
apache_spark,2.3.0,300,l1,single, 451
apache_spark,2.3.0,300,l2,complete, 525
apache_spark,2.3.0,300,l2,complete, 528
apache_spark,2.3.0,300,l2,average, 541
apache_spark,2.3.0,300,l2,average, 542
apache_spark,2.3.0,300,l2,single, 550
apache_spark,2.3.0,300,l2,single, 527
apache_spark,2.3.0,300,manhattan,complete, 559
apache_spark,2.3.0,300,manhattan,complete, 550
apache_spark,2.3.0,300,manhattan,average, 553
apache_spark,2.3.0,300,manhattan,average, 472
apache_spark,2.3.0,300,manhattan,single, 564
apache_spark,2.3.0,300,manhattan,single, 471
apache_spark,2.3.0,300,cosine,complete, 535
apache_spark,2.3.0,300,cosine,complete, 537
apache_spark,2.3.0,300,cosine,average, 551
apache_spark,2.3.0,300,cosine,average, 552
apache_spark,2.3.0,300,cosine,single, 566
apache_spark,2.3.0,300,cosine,single, 536
apache_spark,2.3.1,50,euclidean,complete, 655
apache_spark,2.3.1,50,euclidean,complete, 303
apache_spark,2.3.1,50,euclidean,average, 654
apache_spark,2.3.1,50,euclidean,average, 298
apache_spark,2.3.1,50,euclidean,single, 661
apache_spark,2.3.1,50,euclidean,single, 459
apache_spark,2.3.1,50,l1,complete, 670
apache_spark,2.3.1,50,l1,complete, 267
apache_spark,2.3.1,50,l1,average, 671
apache_spark,2.3.1,50,l1,average, 169
apache_spark,2.3.1,50,l1,single, 669
apache_spark,2.3.1,50,l1,single, 157
apache_spark,2.3.1,50,l2,complete, 659
apache_spark,2.3.1,50,l2,complete, 305
apache_spark,2.3.1,50,l2,average, 658
apache_spark,2.3.1,50,l2,average, 293
apache_spark,2.3.1,50,l2,single, 659
apache_spark,2.3.1,50,l2,single, 459
apache_spark,2.3.1,50,manhattan,complete, 666
apache_spark,2.3.1,50,manhattan,complete, 269
apache_spark,2.3.1,50,manhattan,average, 669
apache_spark,2.3.1,50,manhattan,average, 168
apache_spark,2.3.1,50,manhattan,single, 670
apache_spark,2.3.1,50,manhattan,single, 155
apache_spark,2.3.1,50,cosine,complete, 655
apache_spark,2.3.1,50,cosine,complete, 345
apache_spark,2.3.1,50,cosine,average, 658
apache_spark,2.3.1,50,cosine,average, 602
apache_spark,2.3.1,50,cosine,single, 668
apache_spark,2.3.1,50,cosine,single, 317
apache_spark,2.3.1,100,euclidean,complete, 638
apache_spark,2.3.1,100,euclidean,complete, 420
apache_spark,2.3.1,100,euclidean,average, 638
apache_spark,2.3.1,100,euclidean,average, 591
apache_spark,2.3.1,100,euclidean,single, 654
apache_spark,2.3.1,100,euclidean,single, 499
apache_spark,2.3.1,100,l1,complete, 644
apache_spark,2.3.1,100,l1,complete, 381
apache_spark,2.3.1,100,l1,average, 649
apache_spark,2.3.1,100,l1,average, 321
apache_spark,2.3.1,100,l1,single, 648
apache_spark,2.3.1,100,l1,single, 255
apache_spark,2.3.1,100,l2,complete, 631
apache_spark,2.3.1,100,l2,complete, 418
apache_spark,2.3.1,100,l2,average, 637
apache_spark,2.3.1,100,l2,average, 593
apache_spark,2.3.1,100,l2,single, 653
apache_spark,2.3.1,100,l2,single, 497
apache_spark,2.3.1,100,manhattan,complete, 646
apache_spark,2.3.1,100,manhattan,complete, 380
apache_spark,2.3.1,100,manhattan,average, 651
apache_spark,2.3.1,100,manhattan,average, 320
apache_spark,2.3.1,100,manhattan,single, 652
apache_spark,2.3.1,100,manhattan,single, 256
apache_spark,2.3.1,100,cosine,complete, 634
apache_spark,2.3.1,100,cosine,complete, 624
apache_spark,2.3.1,100,cosine,average, 640
apache_spark,2.3.1,100,cosine,average, 602
apache_spark,2.3.1,100,cosine,single, 646
apache_spark,2.3.1,100,cosine,single, 369
apache_spark,2.3.1,150,euclidean,complete, 609
apache_spark,2.3.1,150,euclidean,complete, 483
apache_spark,2.3.1,150,euclidean,average, 618
apache_spark,2.3.1,150,euclidean,average, 626
apache_spark,2.3.1,150,euclidean,single, 624
apache_spark,2.3.1,150,euclidean,single, 511
apache_spark,2.3.1,150,l1,complete, 625
apache_spark,2.3.1,150,l1,complete, 440
apache_spark,2.3.1,150,l1,average, 632
apache_spark,2.3.1,150,l1,average, 370
apache_spark,2.3.1,150,l1,single, 630
apache_spark,2.3.1,150,l1,single, 330
apache_spark,2.3.1,150,l2,complete, 613
apache_spark,2.3.1,150,l2,complete, 480
apache_spark,2.3.1,150,l2,average, 621
apache_spark,2.3.1,150,l2,average, 631
apache_spark,2.3.1,150,l2,single, 628
apache_spark,2.3.1,150,l2,single, 516
apache_spark,2.3.1,150,manhattan,complete, 623
apache_spark,2.3.1,150,manhattan,complete, 428
apache_spark,2.3.1,150,manhattan,average, 631
apache_spark,2.3.1,150,manhattan,average, 374
apache_spark,2.3.1,150,manhattan,single, 630
apache_spark,2.3.1,150,manhattan,single, 327
apache_spark,2.3.1,150,cosine,complete, 621
apache_spark,2.3.1,150,cosine,complete, 627
apache_spark,2.3.1,150,cosine,average, 627
apache_spark,2.3.1,150,cosine,average, 613
apache_spark,2.3.1,150,cosine,single, 633
apache_spark,2.3.1,150,cosine,single, 446
apache_spark,2.3.1,200,euclidean,complete, 589
apache_spark,2.3.1,200,euclidean,complete, 545
apache_spark,2.3.1,200,euclidean,average, 596
apache_spark,2.3.1,200,euclidean,average, 601
apache_spark,2.3.1,200,euclidean,single, 598
apache_spark,2.3.1,200,euclidean,single, 566
apache_spark,2.3.1,200,l1,complete, 604
apache_spark,2.3.1,200,l1,complete, 463
apache_spark,2.3.1,200,l1,average, 609
apache_spark,2.3.1,200,l1,average, 422
apache_spark,2.3.1,200,l1,single, 612
apache_spark,2.3.1,200,l1,single, 404
apache_spark,2.3.1,200,l2,complete, 595
apache_spark,2.3.1,200,l2,complete, 560
apache_spark,2.3.1,200,l2,average, 589
apache_spark,2.3.1,200,l2,average, 594
apache_spark,2.3.1,200,l2,single, 597
apache_spark,2.3.1,200,l2,single, 556
apache_spark,2.3.1,200,manhattan,complete, 598
apache_spark,2.3.1,200,manhattan,complete, 456
apache_spark,2.3.1,200,manhattan,average, 602
apache_spark,2.3.1,200,manhattan,average, 413
apache_spark,2.3.1,200,manhattan,single, 615
apache_spark,2.3.1,200,manhattan,single, 414
apache_spark,2.3.1,200,cosine,complete, 594
apache_spark,2.3.1,200,cosine,complete, 595
apache_spark,2.3.1,200,cosine,average, 593
apache_spark,2.3.1,200,cosine,average, 601
apache_spark,2.3.1,200,cosine,single, 608
apache_spark,2.3.1,200,cosine,single, 480
apache_spark,2.3.1,250,euclidean,complete, 571
apache_spark,2.3.1,250,euclidean,complete, 563
apache_spark,2.3.1,250,euclidean,average, 567
apache_spark,2.3.1,250,euclidean,average, 569
apache_spark,2.3.1,250,euclidean,single, 577
apache_spark,2.3.1,250,euclidean,single, 545
apache_spark,2.3.1,250,l1,complete, 581
apache_spark,2.3.1,250,l1,complete, 509
apache_spark,2.3.1,250,l1,average, 586
apache_spark,2.3.1,250,l1,average, 474
apache_spark,2.3.1,250,l1,single, 583
apache_spark,2.3.1,250,l1,single, 438
apache_spark,2.3.1,250,l2,complete, 568
apache_spark,2.3.1,250,l2,complete, 563
apache_spark,2.3.1,250,l2,average, 563
apache_spark,2.3.1,250,l2,average, 567
apache_spark,2.3.1,250,l2,single, 584
apache_spark,2.3.1,250,l2,single, 557
apache_spark,2.3.1,250,manhattan,complete, 588
apache_spark,2.3.1,250,manhattan,complete, 513
apache_spark,2.3.1,250,manhattan,average, 577
apache_spark,2.3.1,250,manhattan,average, 454
apache_spark,2.3.1,250,manhattan,single, 583
apache_spark,2.3.1,250,manhattan,single, 446
apache_spark,2.3.1,250,cosine,complete, 570
apache_spark,2.3.1,250,cosine,complete, 571
apache_spark,2.3.1,250,cosine,average, 577
apache_spark,2.3.1,250,cosine,average, 582
apache_spark,2.3.1,250,cosine,single, 578
apache_spark,2.3.1,250,cosine,single, 528
apache_spark,2.3.1,300,euclidean,complete, 537
apache_spark,2.3.1,300,euclidean,complete, 538
apache_spark,2.3.1,300,euclidean,average, 532
apache_spark,2.3.1,300,euclidean,average, 534
apache_spark,2.3.1,300,euclidean,single, 536
apache_spark,2.3.1,300,euclidean,single, 519
apache_spark,2.3.1,300,l1,complete, 558
apache_spark,2.3.1,300,l1,complete, 550
apache_spark,2.3.1,300,l1,average, 554
apache_spark,2.3.1,300,l1,average, 469
apache_spark,2.3.1,300,l1,single, 566
apache_spark,2.3.1,300,l1,single, 467
apache_spark,2.3.1,300,l2,complete, 533
apache_spark,2.3.1,300,l2,complete, 535
apache_spark,2.3.1,300,l2,average, 531
apache_spark,2.3.1,300,l2,average, 534
apache_spark,2.3.1,300,l2,single, 548
apache_spark,2.3.1,300,l2,single, 529
apache_spark,2.3.1,300,manhattan,complete, 560
apache_spark,2.3.1,300,manhattan,complete, 559
apache_spark,2.3.1,300,manhattan,average, 559
apache_spark,2.3.1,300,manhattan,average, 471
apache_spark,2.3.1,300,manhattan,single, 568
apache_spark,2.3.1,300,manhattan,single, 471
apache_spark,2.3.1,300,cosine,complete, 533
apache_spark,2.3.1,300,cosine,complete, 535
apache_spark,2.3.1,300,cosine,average, 552
apache_spark,2.3.1,300,cosine,average, 556
apache_spark,2.3.1,300,cosine,single, 545
apache_spark,2.3.1,300,cosine,single, 517
apache_spark,2.3.2,50,euclidean,complete, 655
apache_spark,2.3.2,50,euclidean,complete, 296
apache_spark,2.3.2,50,euclidean,average, 659
apache_spark,2.3.2,50,euclidean,average, 290
apache_spark,2.3.2,50,euclidean,single, 660
apache_spark,2.3.2,50,euclidean,single, 326
apache_spark,2.3.2,50,l1,complete, 668
apache_spark,2.3.2,50,l1,complete, 260
apache_spark,2.3.2,50,l1,average, 669
apache_spark,2.3.2,50,l1,average, 154
apache_spark,2.3.2,50,l1,single, 672
apache_spark,2.3.2,50,l1,single, 143
apache_spark,2.3.2,50,l2,complete, 653
apache_spark,2.3.2,50,l2,complete, 295
apache_spark,2.3.2,50,l2,average, 664
apache_spark,2.3.2,50,l2,average, 290
apache_spark,2.3.2,50,l2,single, 663
apache_spark,2.3.2,50,l2,single, 328
apache_spark,2.3.2,50,manhattan,complete, 661
apache_spark,2.3.2,50,manhattan,complete, 261
apache_spark,2.3.2,50,manhattan,average, 666
apache_spark,2.3.2,50,manhattan,average, 153
apache_spark,2.3.2,50,manhattan,single, 664
apache_spark,2.3.2,50,manhattan,single, 141
apache_spark,2.3.2,50,cosine,complete, 655
apache_spark,2.3.2,50,cosine,complete, 399
apache_spark,2.3.2,50,cosine,average, 665
apache_spark,2.3.2,50,cosine,average, 601
apache_spark,2.3.2,50,cosine,single, 663
apache_spark,2.3.2,50,cosine,single, 309
apache_spark,2.3.2,100,euclidean,complete, 639
apache_spark,2.3.2,100,euclidean,complete, 407
apache_spark,2.3.2,100,euclidean,average, 634
apache_spark,2.3.2,100,euclidean,average, 577
apache_spark,2.3.2,100,euclidean,single, 655
apache_spark,2.3.2,100,euclidean,single, 507
apache_spark,2.3.2,100,l1,complete, 643
apache_spark,2.3.2,100,l1,complete, 366
apache_spark,2.3.2,100,l1,average, 653
apache_spark,2.3.2,100,l1,average, 308
apache_spark,2.3.2,100,l1,single, 653
apache_spark,2.3.2,100,l1,single, 257
apache_spark,2.3.2,100,l2,complete, 639
apache_spark,2.3.2,100,l2,complete, 418
apache_spark,2.3.2,100,l2,average, 630
apache_spark,2.3.2,100,l2,average, 573
apache_spark,2.3.2,100,l2,single, 653
apache_spark,2.3.2,100,l2,single, 504
apache_spark,2.3.2,100,manhattan,complete, 641
apache_spark,2.3.2,100,manhattan,complete, 361
apache_spark,2.3.2,100,manhattan,average, 656
apache_spark,2.3.2,100,manhattan,average, 315
apache_spark,2.3.2,100,manhattan,single, 655
apache_spark,2.3.2,100,manhattan,single, 252
apache_spark,2.3.2,100,cosine,complete, 637
apache_spark,2.3.2,100,cosine,complete, 604
apache_spark,2.3.2,100,cosine,average, 643
apache_spark,2.3.2,100,cosine,average, 620
apache_spark,2.3.2,100,cosine,single, 653
apache_spark,2.3.2,100,cosine,single, 370
apache_spark,2.3.2,150,euclidean,complete, 611
apache_spark,2.3.2,150,euclidean,complete, 481
apache_spark,2.3.2,150,euclidean,average, 621
apache_spark,2.3.2,150,euclidean,average, 639
apache_spark,2.3.2,150,euclidean,single, 631
apache_spark,2.3.2,150,euclidean,single, 524
apache_spark,2.3.2,150,l1,complete, 629
apache_spark,2.3.2,150,l1,complete, 479
apache_spark,2.3.2,150,l1,average, 641
apache_spark,2.3.2,150,l1,average, 378
apache_spark,2.3.2,150,l1,single, 635
apache_spark,2.3.2,150,l1,single, 331
apache_spark,2.3.2,150,l2,complete, 616
apache_spark,2.3.2,150,l2,complete, 488
apache_spark,2.3.2,150,l2,average, 611
apache_spark,2.3.2,150,l2,average, 627
apache_spark,2.3.2,150,l2,single, 624
apache_spark,2.3.2,150,l2,single, 525
apache_spark,2.3.2,150,manhattan,complete, 627
apache_spark,2.3.2,150,manhattan,complete, 478
apache_spark,2.3.2,150,manhattan,average, 638
apache_spark,2.3.2,150,manhattan,average, 378
apache_spark,2.3.2,150,manhattan,single, 639
apache_spark,2.3.2,150,manhattan,single, 331
apache_spark,2.3.2,150,cosine,complete, 625
apache_spark,2.3.2,150,cosine,complete, 636
apache_spark,2.3.2,150,cosine,average, 632
apache_spark,2.3.2,150,cosine,average, 615
apache_spark,2.3.2,150,cosine,single, 641
apache_spark,2.3.2,150,cosine,single, 462
apache_spark,2.3.2,200,euclidean,complete, 595
apache_spark,2.3.2,200,euclidean,complete, 561
apache_spark,2.3.2,200,euclidean,average, 598
apache_spark,2.3.2,200,euclidean,average, 614
apache_spark,2.3.2,200,euclidean,single, 606
apache_spark,2.3.2,200,euclidean,single, 577
apache_spark,2.3.2,200,l1,complete, 613
apache_spark,2.3.2,200,l1,complete, 504
apache_spark,2.3.2,200,l1,average, 618
apache_spark,2.3.2,200,l1,average, 427
apache_spark,2.3.2,200,l1,single, 626
apache_spark,2.3.2,200,l1,single, 416
apache_spark,2.3.2,200,l2,complete, 595
apache_spark,2.3.2,200,l2,complete, 562
apache_spark,2.3.2,200,l2,average, 600
apache_spark,2.3.2,200,l2,average, 613
apache_spark,2.3.2,200,l2,single, 605
apache_spark,2.3.2,200,l2,single, 568
apache_spark,2.3.2,200,manhattan,complete, 610
apache_spark,2.3.2,200,manhattan,complete, 504
apache_spark,2.3.2,200,manhattan,average, 627
apache_spark,2.3.2,200,manhattan,average, 441
apache_spark,2.3.2,200,manhattan,single, 620
apache_spark,2.3.2,200,manhattan,single, 423
apache_spark,2.3.2,200,cosine,complete, 602
apache_spark,2.3.2,200,cosine,complete, 609
apache_spark,2.3.2,200,cosine,average, 604
apache_spark,2.3.2,200,cosine,average, 619
apache_spark,2.3.2,200,cosine,single, 617
apache_spark,2.3.2,200,cosine,single, 482
