Instance,abstractMethods_max,abstractMethods_mean,defaultMethods_sum,anonymousClassesQty_sum,cbo_max,cbo_sum,comparisonsQty_max,defaultMethods_max,cbo_mean,Label
rzwitserloot-lombok_1.16.4,6,6,3,148,147,3732,71,2,147,l1
rzwitserloot-lombok_1.16.6,6,6,3,151,147,3796,71,2,147,l1
rzwitserloot-lombok_1.16.8,6,6,4,157,147,3889,71,2,147,l1
rzwitserloot-lombok_1.18.0,10,10,6,176,146,4378,87,2,146,l1
rzwitserloot-lombok_1.18.10,12,12,8,196,149,5194,100,2,149,cosine
rzwitserloot-lombok_1.18.2,10,10,6,186,146,4683,87,2,146,l1
rzwitserloot-lombok_1.18.6,12,12,8,193,149,5000,95,2,149,l1
apache-tika_1.2,2,2,0,58,52,3023,45,0,52,cosine
apache-tika_1.20,7,7,0,165,63,8015,53,0,63,cosine
apache-tika_1.21,7,7,0,168,68,8187,54,0,68,euclidean
apache-tika_1.22,7,7,0,171,68,8281,55,0,68,euclidean
apache-tika_1.3,2,2,0,58,52,3101,45,0,52,l1
apache-tika_1.4,2,2,0,61,52,3196,45,0,52,cosine
apache-tika_1.5,2,2,0,63,52,3322,45,0,52,l1
apache-tika_1.6,2,2,0,66,52,3717,53,0,52,euclidean
apache-tika_1.7,2,2,0,74,52,4070,53,0,52,l2
alibaba-fastjson_1.2.52,14,14,0,476,58,10668,536,0,58,l1
alibaba-fastjson_1.2.55,14,14,0,477,58,10805,544,0,58,l1
alibaba-fastjson_1.2.56,14,14,0,478,58,10839,544,0,58,l1
alibaba-fastjson_1.2.57,14,14,0,479,58,10965,546,0,58,l1
alibaba-fastjson_1.2.59,14,14,0,480,58,11031,546,0,58,l1
alibaba-fastjson_1.2.60,14,14,0,481,58,11156,546,0,58,l1
alibaba-fastjson_1.2.61,14,14,0,483,58,11207,546,0,58,l1
activiti-activiti_7.1.75,51,51,2,146,299,19585,117,1,299,l1
activiti-activiti_7.1.76,51,51,2,146,299,19585,117,1,299,l1
activiti-activiti_7.1.77,51,51,2,146,299,19585,117,1,299,l1
activiti-activiti_7.1.78,51,51,2,146,299,19585,117,1,299,l1
activiti-activiti_7.1.79,51,51,2,146,299,19585,117,1,299,l1
activiti-activiti_7.1.80,51,51,2,146,299,19585,117,1,299,l1
activiti-activiti_7.1.81,51,51,2,146,299,19585,117,1,299,l1
activiti-activiti_7.1.82,51,51,2,146,299,19585,117,1,299,l1
bumptech-glide_4.3.0,4,4,0,310,119,6518,40,0,119,cosine
bumptech-glide_4.3.1,4,4,0,310,119,6518,40,0,119,cosine
bumptech-glide_4.4.0,4,4,0,310,119,6518,40,0,119,cosine
bumptech-glide_4.5.0,4,4,0,310,119,6518,40,0,119,cosine
bumptech-glide_4.6.0,4,4,0,310,119,6518,40,0,119,cosine
bumptech-glide_4.6.1,4,4,0,310,119,6518,40,0,119,cosine
bumptech-glide_4.7.0,4,4,0,310,119,6518,40,0,119,cosine
bumptech-glide_4.7.1,4,4,0,310,119,6518,40,0,119,cosine
bumptech-glide_4.8.0,4,4,0,310,119,6518,40,0,119,cosine
codecentric-spring-boot-admin_2.1.3,2,2,0,13,37,1880,4,0,37,euclidean
codecentric-spring-boot-admin_2.1.4,2,2,0,13,37,1993,4,0,37,euclidean
codecentric-spring-boot-admin_2.1.5,2,2,0,13,37,1991,4,0,37,euclidean
dropwizard-dropwizard_1.3.13,6,6,3,114,60,6869,7,2,60,euclidean
dropwizard-dropwizard_1.3.14,6,6,3,114,60,6869,7,2,60,l2
dropwizard-dropwizard_1.3.2,6,6,3,114,60,6857,7,2,60,euclidean
dropwizard-dropwizard_1.3.3,6,6,3,114,60,6857,7,2,60,euclidean
dropwizard-dropwizard_1.3.4,6,6,3,114,60,6857,7,2,60,euclidean
dropwizard-dropwizard_1.3.5,6,6,3,114,60,6857,7,2,60,l1
dropwizard-dropwizard_1.3.6,6,6,3,114,60,6886,7,2,60,l1
dropwizard-dropwizard_1.3.7,6,6,3,114,60,6886,7,2,60,l1
dropwizard-dropwizard_1.3.8,6,6,3,114,60,6886,7,2,60,l1
dropwizard-metrics_3.2.5,8,8,0,161,24,1529,10,0,24,euclidean
dropwizard-metrics_3.2.6,8,8,0,163,24,1531,10,0,24,euclidean
dropwizard-metrics_4.0.2,8,8,1,46,29,1501,7,1,29,l2
dropwizard-metrics_4.0.3,8,8,1,46,29,1502,7,1,29,euclidean
dropwizard-metrics_4.0.4,8,8,1,46,29,1502,7,1,29,euclidean
dropwizard-metrics_4.0.5,8,8,1,46,29,1502,7,1,29,cosine
dropwizard-metrics_4.0.6,8,8,1,46,29,1502,7,1,29,l1
facebook-facebook-android-sdk_5.0.0,4,4,0,462,69,4621,35,0,69,l1
facebook-facebook-android-sdk_5.0.1,4,4,0,462,69,4628,35,0,69,l1
facebook-facebook-android-sdk_5.0.2,4,4,0,462,69,4628,35,0,69,l1
facebook-facebook-android-sdk_5.0.3,4,4,0,462,69,4628,35,0,69,l1
facebook-facebook-android-sdk_5.1.0,4,4,0,460,68,4723,35,0,68,cosine
facebook-facebook-android-sdk_5.1.1,19,19,6,107,116,8909,38,1,116,l1
facebook-facebook-android-sdk_5.1.1,19,4,6,107,116,8909,38,1,68,l1
facebook-facebook-android-sdk_5.1.1,19,19,6,107,116,8909,38,1,116,l1
facebook-facebook-android-sdk_5.1.1,19,4,6,107,116,8909,38,1,68,l1
facebook-facebook-android-sdk_5.1.1,4,19,6,107,68,8909,35,0,116,l1
facebook-facebook-android-sdk_5.1.1,4,4,6,107,68,8909,35,0,68,l1
facebook-facebook-android-sdk_5.1.1,4,19,6,107,68,8909,35,0,116,l1
facebook-facebook-android-sdk_5.1.1,4,4,6,107,68,8909,35,0,68,l1
facebook-facebook-android-sdk_5.1.1,19,19,0,461,116,4726,38,1,116,l1
facebook-facebook-android-sdk_5.1.1,19,4,0,461,116,4726,38,1,68,l1
facebook-facebook-android-sdk_5.1.1,19,19,0,461,116,4726,38,1,116,l1
facebook-facebook-android-sdk_5.1.1,19,4,0,461,116,4726,38,1,68,l1
facebook-facebook-android-sdk_5.1.1,4,19,0,461,68,4726,35,0,116,l1
facebook-facebook-android-sdk_5.1.1,4,4,0,461,68,4726,35,0,68,l1
facebook-facebook-android-sdk_5.1.1,4,19,0,461,68,4726,35,0,116,l1
